UFCODE;MUNICODE;MUNINAME;VotesPT.2rnd;VotesPSL.2rnd;VotesNul.2rnd
PR;4108908;Guairaçá;1470;2267;237
PR;4108957;Guamiranga;2166;3051;169
PR;4109005;Guapirama;1055;1621;159
PR;4109104;Guaporema;505;860;67
PR;4109203;Guaraci;1084;2310;194
PR;4109302;Guaraniaçu;3245;5261;228
PR;4109401;Guarapuava;42173;56654;4148
PR;4109500;Guaraqueçaba;2245;2380;137
PR;4109609;Guaratuba;4476;13921;602
PR;4109658;Honório Serpa;2054;1243;65
PR;4109708;Ibaiti;4979;10688;877
PR;4109757;Ibema;1687;1828;129
PR;4109807;Ibiporã;7070;21838;1770
PR;4109906;Icaraíma;1692;3531;207
PR;4110003;Iguaraçu;838;1858;154
PR;4110052;Iguatu;752;818;54
PR;4110078;Imbaú;2841;3323;335
PR;4110102;Imbituva;6511;11576;823
PR;4110201;Inácio Martins;3686;2682;271
PR;4110300;Inajá;1027;837;59
PR;4110409;Indianópolis;903;1963;155
PR;4110508;Ipiranga;2713;6044;409
PR;4110607;Iporã;2771;6173;416
PR;4110656;Iracema do Oeste;796;924;94
PR;4110706;Irati;12333;23159;1822
PR;4110805;Iretama;3048;2774;326
PR;4110904;Itaguajé;1205;1291;140
PR;4110953;Itaipulândia;2696;4070;206
PR;4111001;Itambaracá;1218;2468;169
PR;4111100;Itambé;1267;2458;220
PR;4111209;Itapejara d'Oeste;3782;3223;248
PR;4111258;Itaperuçu;9341;6114;594
PR;4111308;Itaúna do Sul;1250;760;130
PR;4111407;Ivaí;3207;5237;259
PR;4111506;Ivaiporã;6656;11074;898
PR;4111555;Ivaté;1773;2493;236
PR;4111605;Ivatuba;617;1116;85
PR;4111704;Jaboti;982;2067;212
PR;4111803;Jacarezinho;9519;13102;1054
PR;4111902;Jaguapitã;2194;5490;418
PR;4112009;Jaguariaíva;5092;14567;690
PR;4112108;Jandaia do Sul;3041;9550;657
PR;4112207;Janiópolis;1738;1965;189
PR;4112306;Japira;1113;1679;153
PR;4112405;Japurá;1401;4115;299
PR;4112504;Jardim Alegre;2867;3741;294
PR;4112603;Jardim Olinda;670;323;32
PR;4112702;Jataizinho;2446;4829;404
PR;4112751;Jesuítas;1951;3464;340
PR;4112801;Joaquim Távora;2076;4570;446
PR;4112900;Jundiaí do Sul;1021;960;74
PR;4112959;Juranda;1579;3072;183
PR;4113007;Jussara;1501;2535;215
PR;4113106;Kaloré;995;1838;188
PR;4113205;Lapa;8862;18887;1331
PR;4113254;Laranjal;2343;1087;91
PR;4113304;Laranjeiras do Sul;10413;8374;610
PR;4113403;Leópolis;1171;1441;117
PR;4113429;Lidianópolis;936;1547;127
PR;4113452;Lindoeste;2157;1460;81
PR;4113502;Loanda;3756;7792;496
PR;4113601;Lobato;1095;1668;211
PR;4113700;Londrina;56111;230473;16002
PR;4113734;Luiziana;2129;2159;151
PR;4113759;Lunardelli;1384;1773;130
PR;4113809;Lupionópolis;1621;1353;232
PR;4113908;Mallet;2659;5435;521
PR;4114005;Mamborê;2713;5836;311
PR;4114104;Mandaguaçu;4043;8585;727
PR;4114203;Mandaguari;5537;15126;1196
PR;4114302;Mandirituba;5156;8514;660
PR;4114351;Manfrinópolis;1458;647;36
PR;4114401;Mangueirinha;5591;4605;301
PR;4114500;Manoel Ribas;2803;5362;303
PR;4114609;Marechal Cândido Rondon;6664;23281;870
PR;4114708;Maria Helena;1574;2045;160
PR;4114807;Marialva;5542;15615;1029
PR;4114906;Marilândia do Sul;1628;3732;291
PR;4115002;Marilena;2268;1877;199
PR;4115101;Mariluz;2741;3164;283
PR;4115200;Maringá;50271;157818;9865
PR;4115309;Mariópolis;1779;2341;140
PR;4115358;Maripá;728;3401;124
PR;4115408;Marmeleiro;4623;4351;299
PR;4115457;Marquinho;1802;1062;87
PR;4115507;Marumbi;1260;1640;172
PR;4115606;Matelândia;1955;7803;252
PR;4115705;Matinhos;6124;13045;785
PR;4115739;Mato Rico;1491;801;90
PR;4115754;Mauá da Serra;2081;3400;231
PR;4115804;Medianeira;7803;18930;908
PR;4115853;Mercedes;629;3119;88
PR;4115903;Mirador;821;650;46
PR;4116000;Miraselva;603;804;65
PR;4116059;Missal;2351;4714;195
PR;4116109;Moreira Sales;2654;4544;295
PR;4116208;Morretes;3210;6441;380
PR;4116307;Munhoz de Melo;974;1599;147
PR;4116406;Nossa Senhora das Graças;1248;1030;161
PR;4116505;Nova Aliança do Ivaí;487;570;45
PR;4116604;Nova América da Colina;1039;1264;126
PR;4116703;Nova Aurora;2494;4863;288
PR;4116802;Nova Cantu;2565;1831;165
PR;4116901;Nova Esperança;4455;10236;648
PR;4116950;Nova Esperança do Sudoeste;2290;1474;74
PR;4117008;Nova Fátima;1579;2738;191
PR;4117057;Nova Laranjeiras;3741;2340;169
PR;4117107;Nova Londrina;2699;4017;358
PR;4117206;Nova Olímpia;1270;2366;167
PR;4117214;Nova Santa Bárbara;1259;1340;121
PR;4117222;Nova Santa Rosa;725;4743;93
PR;4117255;Nova Prata do Iguaçu;3678;3014;171
PR;4117271;Nova Tebas;2829;1597;132
PR;4117297;Novo Itacolomi;673;1359;159
PR;4117305;Ortigueira;7725;5510;440
PR;4117404;Ourizona;1082;1090;125
PR;4117453;Ouro Verde do Oeste;1288;2331;150
PR;4117503;Paiçandu;7320;12934;1242
PR;4117602;Palmas;12589;10803;624
PR;4117701;Palmeira;5546;14898;818
PR;4117800;Palmital;4712;3385;255
PR;4117909;Palotina;4204;14145;608
PR;4118006;Paraíso do Norte;2725;4320;343
PR;4118105;Paranacity;2788;2917;383
PR;4118204;Paranaguá;19052;59529;2702
PR;4118303;Paranapoema;909;730;65
PR;4118402;Paranavaí;12793;34585;2208
PR;4118451;Pato Bragado;724;2672;95
PR;4118501;Pato Branco;16395;30191;1650
PR;4118600;Paula Freitas;1285;2196;136
PR;4118709;Paulo Frontin;1659;2784;222
PR;4118808;Peabiru;2801;4597;359
PR;4118857;Perobal;1182;2862;205
PR;4118907;Pérola;2259;4694;355
PR;4119004;Pérola d'Oeste;1851;2250;122
PR;4119103;Piên;1659;6212;319
PR;4119152;Pinhais;17893;49224;3260
PR;4119202;Pinhalão;1575;2479;190
PR;4119251;Pinhal de São Bento;1296;541;39
PR;4119301;Pinhão;10627;6972;695
PR;4119400;Piraí do Sul;4827;9417;662
PR;4119509;Piraquara;16251;31538;2101
PR;4119608;Pitanga;10180;8811;736
PR;4119657;Pitangueiras;536;1423;85
PR;4119707;Planaltina do Paraná;1372;1204;121
PR;4119806;Planalto;4230;3636;245
PR;4119905;Ponta Grossa;49049;137776;9054
PR;4119954;Pontal do Paraná;4057;8638;547
PR;4120002;Porecatu;3090;4267;431
PR;4120101;Porto Amazonas;785;1939;161
PR;4120150;Porto Barreiro;1412;979;44
PR;4120200;Porto Rico;702;1071;55
PR;4120309;Porto Vitória;893;1425;115
PR;4120333;Prado Ferreira;1110;1291;152
PR;4120358;Pranchita;1607;2162;136
PR;4120408;Presidente Castelo Branco;1343;1556;193
PR;4120507;Primeiro de Maio;1986;4495;305
PR;4120606;Prudentópolis;7999;21933;1373
PR;4120655;Quarto Centenário;1140;1627;91
PR;4120705;Quatiguá;1361;3583;271
PR;4120804;Quatro Barras;2824;9011;610
PR;4120853;Quatro Pontes;404;2509;70
PR;4120903;Quedas do Iguaçu;6250;10306;431
PR;4121000;Querência do Norte;3526;2754;252
PR;4121109;Quinta do Sol;1431;1681;115
PR;4121208;Quitandinha;3015;7565;517
PR;4121257;Ramilândia;1310;1139;86
PR;4121307;Rancho Alegre;809;1572;134
PR;4121356;Rancho Alegre D'Oeste;762;1066;59
PR;4121406;Realeza;4252;6135;359
PR;4121505;Rebouças;4239;4943;403
PR;4121604;Renascença;2216;1894;162
PR;4121703;Reserva;6896;8161;624
PR;4121752;Reserva do Iguaçu;2531;1445;123
PR;4121802;Ribeirão Claro;2641;4418;521
PR;4121901;Ribeirão do Pinhal;3963;3769;351
PR;4122008;Rio Azul;3033;5650;501
PR;4122107;Rio Bom;775;1387;167
PR;4122156;Rio Bonito do Iguaçu;6412;2190;214
PR;4122172;Rio Branco do Ivaí;1125;1167;104
PR;4122206;Rio Branco do Sul;9451;10317;739
PR;4122305;Rio Negro;3757;14557;812
PR;4122404;Rolândia;8017;28551;2037
PR;4122503;Roncador;3772;2902;285
PR;4122602;Rondon;1737;3779;242
PR;4122651;Rosário do Ivaí;1380;2014;163
PR;4122701;Sabáudia;887;3603;225
PR;4122800;Salgado Filho;1493;1343;83
PR;4122909;Salto do Itararé;1369;1671;186
PR;4123006;Salto do Lontra;5482;3112;253
PR;4123105;Santa Amélia;997;1357;99
PR;4123204;Santa Cecília do Pavão;902;1380;118
PR;4123303;Santa Cruz de Monte Castelo;2311;2789;215
PR;4123402;Santa Fé;2037;4732;346
PR;4123501;Santa Helena;6053;9295;536
PR;4123600;Santa Inês;631;641;44
PR;4123709;Santa Isabel do Ivaí;1616;3633;303
PR;4123808;Santa Izabel do Oeste;3335;3344;213
PR;4123824;Santa Lúcia;1050;1382;77
PR;4123857;Santa Maria do Oeste;3712;2156;201
PR;4123907;Santa Mariana;3002;4018;425
PR;4123956;Santa Mônica;1055;977;80
PR;4124004;Santana do Itararé;1438;1841;204
PR;4124020;Santa Tereza do Oeste;2665;4134;214
PR;4124053;Santa Terezinha de Itaipu;3378;10067;401
PR;4124103;Santo Antônio da Platina;7285;16873;1271
PR;4124202;Santo Antônio do Caiuá;932;776;115
PR;4124301;Santo Antônio do Paraíso;660;947;88
PR;4124400;Santo Antônio do Sudoeste;6045;5256;351
PR;4124509;Santo Inácio;1651;1809;191
PR;4124608;São Carlos do Ivaí;1284;2546;212
PR;4124707;São Jerônimo da Serra;3389;2596;324
PR;4124806;São João;3120;3935;328
PR;4124905;São João do Caiuá;1850;1540;161
PR;4125001;São João do Ivaí;3258;3599;428
PR;4125100;São João do Triunfo;5174;3714;252
PR;4125209;São Jorge d'Oeste;2975;3283;198
PR;4125308;São Jorge do Ivaí;1160;2409;159
PR;4125357;São Jorge do Patrocínio;1485;2555;209
PR;4125407;São José da Boa Vista;931;2580;179
PR;4125456;São José das Palmeiras;1248;1273;94
PR;4125506;São José dos Pinhais;35813;111865;7569
PR;4125555;São Manoel do Paraná;437;1025;95
PR;4125605;São Mateus do Sul;10658;14918;1091
PR;4125704;São Miguel do Iguaçu;5832;10243;463
PR;4125753;São Pedro do Iguaçu;1533;2398;141
PR;4125803;São Pedro do Ivaí;1960;3630;267
PR;4125902;São Pedro do Paraná;577;1228;60
PR;4126009;São Sebastião da Amoreira;2483;2707;246
PR;4126108;São Tomé;1041;2426;187
PR;4126207;Sapopema;1901;1906;224
PR;4126256;Sarandi;17398;28697;2941
PR;4126272;Saudade do Iguaçu;1972;1605;143
PR;4126306;Sengés;3444;6812;553
PR;4126355;Serranópolis do Iguaçu;948;2427;123
PR;4126405;Sertaneja;1303;2404;168
PR;4126504;Sertanópolis;2210;7786;417
PR;4126603;Siqueira Campos;4439;7000;866
PR;4126652;Sulina;1160;1063;101
PR;4126678;Tamarana;2499;3403;244
PR;4126702;Tamboara;1098;1902;217
PR;4126801;Tapejara;2642;5866;514
PR;4126900;Tapira;1463;2017;166
PR;4127007;Teixeira Soares;2475;3431;273
PR;4127106;Telêmaco Borba;11740;26848;1672
PR;4127205;Terra Boa;2433;7304;460
PR;4127304;Terra Rica;2839;5989;578
PR;4127403;Terra Roxa;2784;7616;389
PR;4127502;Tibagi;5041;5755;429
PR;4127601;Tijucas do Sul;3534;5129;476
PR;4127700;Toledo;21097;55323;3290
PR;4127809;Tomazina;1745;3090;250
PR;4127858;Três Barras do Paraná;2958;3889;264
PR;4127882;Tunas do Paraná;1765;1931;111
PR;4127908;Tuneiras do Oeste;1790;3301;259
PR;4127957;Tupãssi;1269;3559;167
PR;4127965;Turvo;5298;3651;274
PR;4128005;Ubiratã;4473;9343;583
PR;4128104;Umuarama;14381;46489;2431
PR;4128203;União da Vitória;9105;20508;1326
PR;4128302;Uniflor;757;893;46
PR;4128401;Uraí;2306;4180;424
PR;4128500;Wenceslau Braz;2959;7898;523
PR;4128534;Ventania;2699;2685;290
PR;4128559;Vera Cruz do Oeste;1792;3299;213
PR;4128609;Verê;3030;2378;136
PR;4128625;Vila Alta;869;1208;120
PR;4128633;Doutor Ulysses;1823;1532;165
PR;4128658;Virmond;1354;1316;114
PR;4128708;Vitorino;1406;2660;137
PR;4128807;Xambrê;1587;2461;195
PR;4199919;Assunguy de Cima;0;0;
PR;4199929;Conchas;0;0;
PR;4199939;Palmira;0;0;
PR;4199949;Porto de Cima;0;0;
RJ;3300100;Angra dos Reis;21829;63148;7426
RJ;3300159;Aperibé;1794;4925;636
RJ;3300209;Araruama;13961;47767;6119
RJ;3300225;Areal;2090;4434;812
RJ;3300233;Armação dos Búzios;4869;13938;1356
RJ;3300258;Arraial do Cabo;4751;14047;1375
RJ;3300308;Barra do Piraí;16806;30218;5050
RJ;3300407;Barra Mansa;31110;62358;10251
RJ;3300456;Belford Roxo;69174;153078;23903
RJ;3300506;Bom Jardim;4304;9457;2305
RJ;3300605;Bom Jesus do Itabapoana;6634;12540;1693
RJ;3300704;Cabo Frio;23520;74772;8797
RJ;3300803;Cachoeiras de Macacu;9565;20042;3267
RJ;3300902;Cambuci;3299;4917;767
RJ;3300936;Carapebus;2635;5059;830
RJ;3300951;Comendador Levy Gasparian;2692;2609;636
RJ;3301009;Campos dos Goytacazes;79838;147437;32881
RJ;3301108;Cantagalo;3332;6886;1380
RJ;3301157;Cardoso Moreira;2511;4894;672
RJ;3301207;Carmo;4536;5185;1021
RJ;3301306;Casimiro de Abreu;5101;15731;1971
RJ;3301405;Conceição de Macabu;4246;6552;1500
RJ;3301504;Cordeiro;3478;7339;1314
RJ;3301603;Duas Barras;2528;3871;865
RJ;3301702;Duque de Caxias;136240;300227;47821
RJ;3301801;Engenheiro Paulo de Frontin;2713;4670;817
RJ;3301850;Guapimirim;8525;17709;2451
RJ;3301876;Iguaba Grande;3300;12008;1037
RJ;3301900;Itaboraí;38886;75544;12184
RJ;3302007;Itaguaí;15406;46148;5763
RJ;3302056;Italva;1951;5559;598
RJ;3302106;Itaocara;3047;10021;1323
RJ;3302205;Itaperuna;13120;36707;4307
RJ;3302254;Itatiaia;5194;11721;1375
RJ;3302270;Japeri;16143;32013;5183
RJ;3302304;Laje do Muriaé;2840;2486;536
RJ;3302403;Macaé;36212;67223;10110
RJ;3302452;Macuco;1815;2881;551
RJ;3302502;Magé;37416;83510;12236
RJ;3302601;Mangaratiba;5796;18723;2063
RJ;3302700;Maricá;28593;47243;5539
RJ;3302809;Mendes;3677;6396;1209
RJ;3302858;Mesquita;26728;67824;8366
RJ;3302908;Miguel Pereira;4677;10264;1507
RJ;3303005;Miracema;6033;7970;1477
RJ;3303104;Natividade;2941;5233;924
RJ;3303203;Nilópolis;26814;68352;7730
RJ;3303302;Niterói;105606;175730;24604
RJ;3303401;Nova Friburgo;26805;71859;12190
RJ;3303500;Nova Iguaçu;110820;291877;42231
RJ;3303609;Paracambi;7108;16288;2234
RJ;3303708;Paraíba do Sul;7328;14535;2681
RJ;3303807;Parati;5787;13359;1716
RJ;3303856;Paty do Alferes;4660;10064;1510
RJ;3303906;Petrópolis;40665;116947;18131
RJ;3303955;Pinheiral;5410;6759;1083
RJ;3304003;Piraí;5777;9342;1607
RJ;3304102;Porciúncula;3945;4690;944
RJ;3304110;Porto Real;3931;7836;1131
RJ;3304128;Quatis;2806;4426;659
RJ;3304144;Queimados;17884;38830;6155
RJ;3304151;Quissamã;4752;6250;1339
RJ;3304201;Resende;16429;47443;5388
RJ;3304300;Rio Bonito;8303;22743;3316
RJ;3304409;Rio Claro;4138;5920;1099
RJ;3304508;Rio das Flores;2881;2699;653
RJ;3304524;Rio das Ostras;14202;41487;4986
RJ;3304557;Rio de Janeiro;1105393;2179896;332792
RJ;3304607;Santa Maria Madalena;1894;3272;855
RJ;3304706;Santo Antônio de Pádua;6298;15663;2056
RJ;3304755;São Francisco de Itabapoana;6269;15425;2243
RJ;3304805;São Fidélis;4892;14256;1752
RJ;3304904;São Gonçalo;149075;307577;51233
RJ;3305000;São João da Barra;8219;14866;3076
RJ;3305109;São João de Meriti;70499;176534;24436
RJ;3305133;São José de Ubá;1492;3664;431
RJ;3305158;São José do Vale do Rio Preto;1656;9305;956
RJ;3305208;São Pedro da Aldeia;8363;34748;3206
RJ;3305307;São Sebastião do Alto;1855;2911;621
RJ;3305406;Sapucaia;3946;6877;1247
RJ;3305505;Saquarema;9857;31251;4094
RJ;3305554;Seropédica;10695;27258;3657
RJ;3305604;Silva Jardim;3376;8495;1165
RJ;3305703;Sumidouro;2595;6653;966
RJ;3305752;Tanguá;5901;10803;1604
RJ;3305802;Teresópolis;17579;66081;9334
RJ;3305901;Trajano de Morais;2588;3002;944
RJ;3306008;Três Rios;18369;23461;4503
RJ;3306107;Valença;15920;20623;4530
RJ;3306156;Varre-Sai;1764;3490;646
RJ;3306206;Vassouras;6904;11972;2155
RJ;3306305;Volta Redonda;56080;100256;15145
RJ;3399919;Sâo João Marcos;0;0;
RJ;3399929;São Sebastião do Parahyba;0;0;
RN;2400109;Acari;4000;2282;641
RN;2400208;Açu;24008;7100;1825
RN;2400307;Afonso Bezerra;4917;1363;373
RN;2400406;Água Nova;1865;190;67
RN;2400505;Alexandria;6767;1145;383
RN;2400604;Almino Afonso;2883;587;134
RN;2400703;Alto do Rodrigues;6587;1554;470
RN;2400802;Angicos;4434;2328;466
RN;2400901;Antônio Martins;3569;598;187
RN;2401008;Apodi;16465;4994;1344
RN;2401107;Areia Branca;9365;5315;1314
RN;2401206;Arês;5814;2369;680
RN;2401305;Augusto Severo;4427;1464;328
RN;2401404;Baía Formosa;3279;1554;375
RN;2401453;Baraúna;9527;4458;1114
RN;2401503;Barcelona;2028;1093;207
RN;2401602;Bento Fernandes;2940;553;152
RN;2401651;Bodó;1842;365;156
RN;2401701;Bom Jesus;3855;1755;368
RN;2401800;Brejinho;4675;2391;612
RN;2401859;Caiçara do Norte;2343;1011;215
RN;2401909;Caiçara do Rio do Vento;1890;577;162
RN;2402006;Caicó;20999;11374;2346
RN;2402105;Campo Redondo;4819;810;371
RN;2402204;Canguaretama;13388;3874;1080
RN;2402303;Caraúbas;10842;2664;684
RN;2402402;Carnaúba dos Dantas;2061;2071;670
RN;2402501;Carnaubais;5059;1298;416
RN;2402600;Ceará-Mirim;29424;9970;2494
RN;2402709;Cerro Corá;4835;1328;500
RN;2402808;Coronel Ezequiel;2602;598;263
RN;2402907;Coronel João Pessoa;2409;363;166
RN;2403004;Cruzeta;3462;1286;378
RN;2403103;Currais Novos;13427;8524;1789
RN;2403202;Doutor Severiano;3665;491;212
RN;2403251;Parnamirim;37327;55904;6766
RN;2403301;Encanto;2999;410;144
RN;2403400;Equador;2189;1030;294
RN;2403509;Espírito Santo;3418;1838;391
RN;2403608;Extremoz;9516;6869;1217
RN;2403707;Felipe Guerra;4279;888;215
RN;2403756;Fernando Pedroza;1523;584;156
RN;2403806;Florânia;4238;1414;429
RN;2403905;Francisco Dantas;1630;381;97
RN;2404002;Frutuoso Gomes;2328;368;104
RN;2404101;Galinhos;970;548;138
RN;2404200;Goianinha;9493;5192;1277
RN;2404309;Governador Dix-Sept Rosado;6671;1706;604
RN;2404408;Grossos;4160;1833;612
RN;2404507;Guamaré;6397;3681;580
RN;2404606;Ielmo Marinho;5734;1851;398
RN;2404705;Ipanguaçu;7522;1450;407
RN;2404804;Ipueira;1089;353;78
RN;2404853;Itajá;3653;1034;243
RN;2404903;Itaú;2731;691;201
RN;2405009;Jaçanã;3216;990;340
RN;2405108;Jandaíra;2952;1030;232
RN;2405207;Janduís;2594;455;143
RN;2405306;Januário Cicco;3532;1482;481
RN;2405405;Japi;3356;616;194
RN;2405504;Jardim de Angicos;1532;356;110
RN;2405603;Jardim de Piranhas;6572;1265;396
RN;2405702;Jardim do Seridó;4553;2648;922
RN;2405801;João Câmara;12980;4793;1139
RN;2405900;João Dias;1559;305;99
RN;2406007;José da Penha;3335;407;164
RN;2406106;Jucurutu;8305;2410;600
RN;2406155;Jundiá;1831;864;205
RN;2406205;Lagoa d'Anta;2979;741;216
RN;2406304;Lagoa de Pedras;3789;1109;345
RN;2406403;Lagoa de Velhos;1619;658;112
RN;2406502;Lagoa Nova;6324;2057;642
RN;2406601;Lagoa Salgada;4461;1867;456
RN;2406700;Lajes;4559;1469;358
RN;2406809;Lajes Pintadas;2853;621;245
RN;2406908;Lucrécia;2135;327;63
RN;2407005;Luís Gomes;4725;539;272
RN;2407104;Macaíba;23473;13716;2687
RN;2407203;Macau;12415;3254;872
RN;2407252;Major Sales;1946;301;111
RN;2407302;Marcelino Vieira;4459;440;206
RN;2407401;Martins;3487;1304;349
RN;2407500;Maxaranguape;4151;2109;349
RN;2407609;Messias Targino;2383;752;133
RN;2407708;Montanhas;5364;1204;375
RN;2407807;Monte Alegre;7127;4814;821
RN;2407906;Monte das Gameleiras;1361;524;136
RN;2408003;Mossoró;77547;53391;11668
RN;2408102;Natal;195938;220770;32654
RN;2408201;Nísia Floresta;8243;5985;1135
RN;2408300;Nova Cruz;12368;6151;1514
RN;2408409;Olho-d'Água do Borges;2519;540;137
RN;2408508;Ouro Branco;2463;744;186
RN;2408607;Paraná;2356;213;111
RN;2408706;Paraú;2185;714;195
RN;2408805;Parazinho;2405;1071;224
RN;2408904;Parelhas;6062;5904;1384
RN;2408953;Rio do Fogo;3991;2538;468
RN;2409100;Passa e Fica;4383;2127;586
RN;2409209;Passagem;1313;1107;213
RN;2409308;Patu;5267;1670;297
RN;2409332;Santa Maria;2376;816;174
RN;2409407;Pau dos Ferros;11447;3497;700
RN;2409506;Pedra Grande;2056;516;173
RN;2409605;Pedra Preta;1439;560;120
RN;2409704;Pedro Avelino;2882;926;244
RN;2409803;Pedro Velho;6191;1849;540
RN;2409902;Pendências;6150;1548;384
RN;2410009;Pilões;2115;236;72
RN;2410108;Poço Branco;6548;1334;397
RN;2410207;Portalegre;3201;1203;343
RN;2410256;Porto do Mangue;2811;571;167
RN;2410306;Presidente Juscelino;4367;1214;293
RN;2410405;Pureza;3932;1246;371
RN;2410504;Rafael Fernandes;2873;506;159
RN;2410603;Rafael Godeiro;2047;521;82
RN;2410702;Riacho da Cruz;1644;389;118
RN;2410801;Riacho de Santana;2262;279;132
RN;2410900;Riachuelo;3298;1263;214
RN;2411007;Rodolfo Fernandes;2421;546;152
RN;2411056;Tibau;2382;1108;223
RN;2411106;Ruy Barbosa;1630;868;149
RN;2411205;Santa Cruz;12500;5889;1322
RN;2411403;Santana do Matos;6416;1493;585
RN;2411429;Santana do Seridó;1109;736;208
RN;2411502;Santo Antônio;9498;3420;987
RN;2411601;São Bento do Norte;1776;544;126
RN;2411700;São Bento do Trairí;2191;606;239
RN;2411809;São Fernando;1889;646;194
RN;2411908;São Francisco do Oeste;2235;732;207
RN;2412005;São Gonçalo do Amarante;28141;22383;3623
RN;2412104;São João do Sabugi;2862;1013;221
RN;2412203;São José de Mipibu;13420;8094;1862
RN;2412302;São José do Campestre;5077;1821;555
RN;2412401;São José do Seridó;2196;830;279
RN;2412500;São Miguel;10032;1713;910
RN;2412559;São Miguel de Touros;4137;1545;392
RN;2412609;São Paulo do Potengi;5364;4140;792
RN;2412708;São Pedro;3311;1148;283
RN;2412807;São Rafael;3679;1182;339
RN;2412906;São Tomé;3805;2484;439
RN;2413003;São Vicente;2410;1140;429
RN;2413102;Senador Elói de Souza;2828;899;201
RN;2413201;Senador Georgino Avelino;1760;902;190
RN;2413300;Serra de São Bento;2758;737;272
RN;2413359;Serra do Mel;4668;2433;504
RN;2413409;Serra Negra do Norte;3181;1319;327
RN;2413508;Serrinha;3408;1214;314
RN;2413557;Serrinha dos Pintos;2427;480;193
RN;2413607;Severiano Melo;4056;752;219
RN;2413706;Sítio Novo;2602;550;196
RN;2413805;Taboleiro Grande;1524;452;94
RN;2413904;Taipu;5938;1568;465
RN;2414001;Tangará;5198;2658;701
RN;2414100;Tenente Ananias;4411;1051;341
RN;2414159;Tenente Laurentino Cruz;2682;905;292
RN;2414209;Tibau do Sul;5293;2682;513
RN;2414308;Timbaúba dos Batistas;1150;648;128
RN;2414407;Touros;11582;5357;1484
RN;2414456;Triunfo Potiguar;2025;707;152
RN;2414506;Umarizal;4978;1201;408
RN;2414605;Upanema;5204;3047;517
RN;2414704;Várzea;2338;1140;206
RN;2414753;Venha-Ver;2217;181;136
RN;2414803;Vera Cruz;4792;2382;623
RN;2414902;Viçosa;1043;200;93
RN;2415008;Vila Flor;1538;468;146
RO;1100015;Alta Floresta D'Oeste;3763;8524;626
RO;1100023;Ariquemes;8862;37325;2041
RO;1100031;Cabixi;1110;2142;195
RO;1100049;Cacoal;10091;35962;2024
RO;1100056;Cerejeiras;1745;7656;412
RO;1100064;Colorado do Oeste;2441;6932;542
RO;1100072;Corumbiara;1613;2585;241
RO;1100080;Costa Marques;2329;3320;262
RO;1100098;Espigão D'Oeste;4593;12536;891
RO;1100106;Guajará-Mirim;5844;12838;966
RO;1100114;Jaru;5627;19879;1327
RO;1100122;Ji-Paraná;14174;48520;3026
RO;1100130;Machadinho D'Oeste;4633;9513;656
RO;1100148;Nova Brasilândia D'Oeste;2790;6723;518
RO;1100155;Ouro Preto do Oeste;4696;13779;941
