UFCODE;MUNICODE;MUNINAME;VotesPT.2rnd;VotesPSL.2rnd;VotesNul.2rnd
PB;2512507;Queimadas;17660;7618;1884
PB;2512606;Quixabá;1054;478;73
PB;2512705;Remígio;7943;2336;476
PB;2512721;Pedro Régis;2254;885;202
PB;2512747;Riachão;1717;550;109
PB;2512754;Riachão do Bacamarte;2432;616;236
PB;2512762;Riachão do Poço;2309;862;201
PB;2512788;Riacho de Santo Antônio;1187;460;75
PB;2512804;Riacho dos Cavalos;4952;860;255
PB;2512903;Rio Tinto;9885;3990;752
PB;2513000;Salgadinho;1624;388;103
PB;2513109;Salgado de São Félix;5114;1842;354
PB;2513158;Santa Cecília;3679;981;240
PB;2513208;Santa Cruz;3591;590;128
PB;2513307;Santa Helena;3716;408;164
PB;2513356;Santa Inês;2265;190;112
PB;2513406;Santa Luzia;5736;2518;542
PB;2513505;Santana de Mangueira;2831;290;134
PB;2513604;Santana dos Garrotes;3295;897;196
PB;2513653;Santarém;1710;257;57
PB;2513703;Santa Rita;41667;30877;6313
PB;2513802;Santa Teresinha;2727;1005;172
PB;2513851;Santo André;1504;379;91
PB;2513901;São Bento;9207;8399;1481
PB;2513927;São Bentinho;2095;469;93
PB;2513943;São Domingos do Cariri;1314;600;81
PB;2513968;São Domingos de Pombal;1649;471;90
PB;2513984;São Francisco;2286;608;145
PB;2514008;São João do Cariri;2395;577;122
PB;2514107;São João do Tigre;2283;443;142
PB;2514206;São José da Lagoa Tapada;4112;655;254
PB;2514305;São José de Caiana;2865;425;125
PB;2514404;São José de Espinharas;2406;690;131
PB;2514453;São José dos Ramos;2810;873;174
PB;2514503;São José de Piranhas;9378;1629;444
PB;2514552;São José de Princesa;2166;190;123
PB;2514602;São José do Bonfim;1950;736;143
PB;2514651;São José do Brejo do Cruz;1024;340;60
PB;2514701;São José do Sabugi;2275;731;181
PB;2514800;São José dos Cordeiros;2009;376;107
PB;2514909;São Mamede;3190;1320;242
PB;2515005;São Miguel de Taipu;3012;1385;284
PB;2515104;São Sebastião de Lagoa de Roça;4123;2181;598
PB;2515203;São Sebastião do Umbuzeiro;2032;332;92
PB;2515302;Sapé;19016;8071;1653
PB;2515401;Seridó;5183;1110;284
PB;2515500;Serra Branca;5352;1948;406
PB;2515609;Serra da Raiz;1308;537;101
PB;2515708;Serra Grande;1912;286;72
PB;2515807;Serra Redonda;3728;1060;252
PB;2515906;Serraria;2420;684;194
PB;2515930;Sertãozinho;2369;775;150
PB;2515971;Sobrado;3636;1546;282
PB;2516003;Solânea;10862;4193;929
PB;2516102;Soledade;5688;2235;606
PB;2516151;Sossêgo;1996;316;99
PB;2516201;Sousa;26445;9621;1390
PB;2516300;Sumé;7865;1888;373
PB;2516409;Campo de Santana;3939;1062;227
PB;2516508;Taperoá;6084;1525;392
PB;2516607;Tavares;7133;877;284
PB;2516706;Teixeira;6572;1602;418
PB;2516755;Tenório;1717;258;87
PB;2516805;Triunfo;4507;551;178
PB;2516904;Uiraúna;7008;1408;314
PB;2517001;Umbuzeiro;3934;951;262
PB;2517100;Várzea;1577;346;59
PB;2517209;Vieirópolis;3039;549;122
PB;2517407;Zabelê;1285;247;67
PE;2600054;Abreu e Lima;36019;24961;4743
PE;2600104;Afogados da Ingazeira;15197;4476;948
PE;2600203;Afrânio;8991;2094;778
PE;2600302;Agrestina;11191;2932;1087
PE;2600401;Água Preta;11134;2703;831
PE;2600500;Águas Belas;17486;4071;1010
PE;2600609;Alagoinha;7753;1057;362
PE;2600708;Aliança;14987;5160;1235
PE;2600807;Altinho;9491;2622;851
PE;2600906;Amaraji;8427;3059;991
PE;2601003;Angelim;4517;1612;337
PE;2601052;Araçoiaba;8887;2858;831
PE;2601102;Araripina;33843;7083;1976
PE;2601201;Arcoverde;25396;9623;2000
PE;2601300;Barra de Guabiraba;4415;2426;603
PE;2601409;Barreiros;14345;6368;1642
PE;2601508;Belém de Maria;4917;1356;383
PE;2601607;Belém de São Francisco;9946;1341;425
PE;2601706;Belo Jardim;27616;12584;3592
PE;2601805;Betânia;5770;508;268
PE;2601904;Bezerros;25082;8900;2318
PE;2602001;Bodocó;16517;1629;758
PE;2602100;Bom Conselho;18763;4353;1095
PE;2602209;Bom Jardim;16349;4837;1137
PE;2602308;Bonito;14054;7438;1669
PE;2602407;Brejão;5569;1401;366
PE;2602506;Brejinho;4174;732;250
PE;2602605;Brejo da Madre de Deus;15611;6442;1489
PE;2602704;Buenos Aires;6516;1593;455
PE;2602803;Buíque;22579;2775;1324
PE;2602902;Cabo de Santo Agostinho;79320;36402;12722
PE;2603009;Cabrobó;14392;2468;849
PE;2603108;Cachoeirinha;8346;2734;801
PE;2603207;Caetés;12333;1112;556
PE;2603306;Calçado;4428;637;276
PE;2603405;Calumbi;4270;424;164
PE;2603454;Camaragibe;49546;40652;7549
PE;2603504;Camocim de São Félix;7656;2867;764
PE;2603603;Camutanga;3725;1684;334
PE;2603702;Canhotinho;8183;3133;864
PE;2603801;Capoeiras;9205;1157;430
PE;2603900;Carnaíba;9624;1163;437
PE;2603926;Carnaubeira da Penha;7402;371;229
PE;2604007;Carpina;23366;17563;3638
PE;2604106;Caruaru;90803;77455;14269
PE;2604155;Casinhas;7251;1375;410
PE;2604205;Catende;13088;3890;992
PE;2604304;Cedro;5812;707;257
PE;2604403;Chã de Alegria;6198;1974;496
PE;2604502;Chã Grande;9075;3750;1017
PE;2604601;Condado;9638;3940;882
PE;2604700;Correntes;7755;951;337
PE;2604809;Cortês;5651;1892;515
PE;2604908;Cumaru;7698;2060;587
PE;2605004;Cupira;9441;4019;1005
PE;2605103;Custódia;17174;2079;678
PE;2605152;Dormentes;8858;1936;786
PE;2605202;Escada;25451;9595;2721
PE;2605301;Exu;17637;1954;803
PE;2605400;Feira Nova;8276;4231;891
PE;2605459;Fernando de Noronha;748;783;71
PE;2605509;Ferreiros;4955;1925;428
PE;2605608;Flores;10591;1266;588
PE;2605707;Floresta;14692;2005;552
PE;2605806;Frei Miguelinho;6818;2150;410
PE;2605905;Gameleira;7686;2879;819
PE;2606002;Garanhuns;49373;18995;3788
PE;2606101;Glória do Goitá;12675;3866;1151
PE;2606200;Goiana;29874;14970;3508
PE;2606309;Granito;4001;528;197
PE;2606408;Gravatá;29444;15461;4048
PE;2606507;Iati;8854;1094;431
PE;2606606;Ibimirim;12337;1367;459
PE;2606705;Ibirajuba;3780;817;267
PE;2606804;Igarassu;40695;20826;5097
PE;2606903;Iguaraci;5368;876;265
PE;2607000;Inajá;9057;682;264
PE;2607109;Ingazeira;2637;377;104
PE;2607208;Ipojuca;42163;12034;3790
PE;2607307;Ipubi;12493;2223;675
PE;2607406;Itacuruba;2737;291;90
PE;2607505;Itaíba;11188;1436;599
PE;2607604;Itamaracá;9129;3694;574
PE;2607653;Itambé;12957;4758;1080
PE;2607703;Itapetim;7053;1485;386
PE;2607752;Itapissuma;10171;3489;1116
PE;2607802;Itaquitinga;7064;2443;578
PE;2607901;Jaboatão dos Guararapes;175911;153618;30609
PE;2607950;Jaqueira;4348;1469;365
PE;2608008;Jataúba;7908;1652;399
PE;2608057;Jatobá;6639;1057;238
PE;2608107;João Alfredo;12483;3499;1095
PE;2608206;Joaquim Nabuco;6206;1813;493
PE;2608255;Jucati;6003;886;288
PE;2608305;Jupi;7285;1311;519
PE;2608404;Jurema;6347;1609;494
PE;2608453;Lagoa do Carro;7198;3078;741
PE;2608503;Lagoa do Itaenga;8089;4415;1082
PE;2608602;Lagoa do Ouro;6763;928;330
PE;2608701;Lagoa dos Gatos;6491;1358;406
PE;2608750;Lagoa Grande;11096;2250;674
PE;2608800;Lajedo;13750;6678;1667
PE;2608909;Limoeiro;23724;9270;2123
PE;2609006;Macaparana;8934;4263;997
PE;2609105;Machados;5892;1461;427
PE;2609154;Manari;8297;681;268
PE;2609204;Maraial;4190;1206;386
PE;2609303;Mirandiba;7095;1242;356
PE;2609402;Moreno;23323;11046;3216
PE;2609501;Nazaré da Mata;11693;6905;1508
PE;2609600;Olinda;127824;98361;16414
PE;2609709;Orobó;10036;2369;785
PE;2609808;Orocó;6669;1438;379
PE;2609907;Ouricuri;29138;3685;1159
PE;2610004;Palmares;21163;7599;1970
PE;2610103;Palmeirina;3768;474;219
PE;2610202;Panelas;8582;4924;706
PE;2610301;Paranatama;6520;969;368
PE;2610400;Parnamirim;11606;1049;371
PE;2610509;Passira;13838;3916;1070
PE;2610608;Paudalho;19505;11089;2335
PE;2610707;Paulista;92381;75856;11881
PE;2610806;Pedra;10263;2091;614
PE;2610905;Pesqueira;28817;5311;1335
PE;2611002;Petrolândia;14529;3335;770
PE;2611101;Petrolina;105663;49661;10495
PE;2611200;Poção;5977;930;366
PE;2611309;Pombos;9747;4273;1170
PE;2611408;Primavera;5692;1891;547
PE;2611507;Quipapá;8677;1564;558
PE;2611533;Quixaba;4169;329;144
PE;2611606;Recife;482673;436764;64063
PE;2611705;Riacho das Almas;10272;3806;1014
PE;2611804;Ribeirão;14120;5563;1594
PE;2611903;Rio Formoso;8410;2945;927
PE;2612000;Sairé;5667;2326;735
PE;2612109;Salgadinho;3471;909;208
PE;2612208;Salgueiro;25020;5694;1079
PE;2612307;Saloá;7509;953;352
PE;2612406;Sanharó;9452;2258;591
PE;2612455;Santa Cruz;6969;819;322
PE;2612471;Santa Cruz da Baixa Verde;6019;917;390
PE;2612505;Santa Cruz do Capibaribe;19765;23044;3591
PE;2612554;Santa Filomena;6970;773;265
PE;2612604;Santa Maria da Boa Vista;17834;2850;853
PE;2612703;Santa Maria do Cambucá;5767;2158;509
PE;2612802;Santa Terezinha;4733;808;318
PE;2612901;São Benedito do Sul;4105;843;375
PE;2613008;São Bento do Una;18139;5727;1464
PE;2613107;São Caitano;16917;5028;1583
PE;2613206;São João;10263;1668;556
PE;2613305;São Joaquim do Monte;8559;3333;1112
PE;2613404;São José da Coroa Grande;5951;3643;771
PE;2613503;São José do Belmonte;16021;2106;718
PE;2613602;São José do Egito;12970;3576;875
PE;2613701;São Lourenço da Mata;36244;21799;4587
PE;2613800;São Vicente Ferrer;7430;2357;683
PE;2613909;Serra Talhada;33354;9809;2176
PE;2614006;Serrita;9763;948;300
PE;2614105;Sertânia;15700;2417;739
PE;2614204;Sirinhaém;13461;6245;1766
PE;2614303;Moreilândia;6120;533;238
PE;2614402;Solidão;3588;400;138
PE;2614501;Surubim;22848;11188;2063
PE;2614600;Tabira;13138;2083;462
PE;2614709;Tacaimbó;5724;1610;535
PE;2614808;Tacaratu;10527;1274;398
PE;2614857;Tamandaré;8304;3560;850
PE;2615003;Taquaritinga do Norte;8009;6149;1127
PE;2615102;Terezinha;3900;630;175
PE;2615201;Terra Nova;5641;469;176
PE;2615300;Timbaúba;19783;9717;2156
PE;2615409;Toritama;13038;9830;1037
PE;2615508;Tracunhaém;5693;2287;572
PE;2615607;Trindade;11966;3316;729
PE;2615706;Triunfo;7109;1286;482
PE;2615805;Tupanatinga;9393;1344;540
PE;2615904;Tuparetama;5203;637;183
PE;2616001;Venturosa;8289;1467;347
PE;2616100;Verdejante;5051;616;214
PE;2616183;Vertente do Lério;4628;944;298
PE;2616209;Vertentes;7795;3442;699
PE;2616308;Vicência;10932;4723;1133
PE;2616407;Vitória de Santo Antão;42608;31301;6512
PE;2616506;Xexéu;5216;1573;557
PE;2699919;Muribeca;0;0;
PE;2699929;Nossa Senhora do Ó de Goyanna;0;0;
PE;2699939;Cimbres;0;0;
PI;2200053;Acauã;4196;428;183
PI;2200103;Agricolândia;2963;623;166
PI;2200202;Água Branca;7942;2799;462
PI;2200251;Alagoinha do Piauí;3735;924;203
PI;2200277;Alegrete do Piauí;2687;498;99
PI;2200301;Alto Longá;7351;1445;395
PI;2200400;Altos;20732;4338;1091
PI;2200459;Alvorada do Gurguéia;2572;379;100
PI;2200509;Amarante;9036;1419;397
PI;2200608;Angical do Piauí;3734;869;208
PI;2200707;Anísio de Abreu;4455;605;183
PI;2200806;Antônio Almeida;1389;586;69
PI;2200905;Aroazes;3330;436;158
PI;2200954;Aroeiras de Itaim;2414;393;97
PI;2201002;Arraial;2533;308;105
PI;2201051;Assunção do Piauí;4053;528;211
PI;2201101;Avelino Lopes;5444;1169;278
PI;2201150;Baixa Grande do Ribeiro;5007;1605;294
PI;2201176;Barra D'Alcântara;2042;297;150
PI;2201200;Barras;20081;5265;1226
PI;2201309;Barreiras do Piauí;1557;378;71
PI;2201408;Barro Duro;3184;987;147
PI;2201507;Batalha;11595;3441;729
PI;2201556;Bela Vista do Piauí;2607;155;93
PI;2201572;Belém do Piauí;1970;235;91
PI;2201606;Beneditinos;5941;957;362
PI;2201705;Bertolínia;2743;634;138
PI;2201739;Betânia do Piauí;3696;275;161
PI;2201770;Boa Hora;3642;630;142
PI;2201804;Bocaina;3143;772;114
PI;2201903;Bom Jesus;9266;3864;551
PI;2201919;Bom Princípio do Piauí;3544;825;164
PI;2201929;Bonfim do Piauí;3241;179;152
PI;2201945;Boqueirão do Piauí;3346;413;140
PI;2201960;Brasileira;4331;705;169
PI;2201988;Brejo do Piauí;2508;235;75
PI;2202000;Buriti dos Lopes;9979;2191;428
PI;2202026;Buriti dos Montes;4006;472;193
PI;2202059;Cabeceiras do Piauí;5733;688;271
PI;2202075;Cajazeiras do Piauí;2026;241;82
PI;2202083;Cajueiro da Praia;4107;813;157
PI;2202091;Caldeirão Grande do Piauí;3143;507;130
PI;2202109;Campinas do Piauí;3405;250;130
PI;2202117;Campo Alegre do Fidalgo;3034;233;127
PI;2202133;Campo Grande do Piauí;3402;344;188
PI;2202174;Campo Largo do Piauí;2870;589;130
PI;2202208;Campo Maior;19618;6730;1341
PI;2202251;Canavieira;1747;304;93
PI;2202307;Canto do Buriti;8607;2080;584
PI;2202406;Capitão de Campos;5947;959;404
PI;2202455;Capitão Gervásio Oliveira;2667;121;73
PI;2202505;Caracol;5192;685;206
PI;2202539;Caraúbas do Piauí;2723;758;214
PI;2202554;Caridade do Piauí;2911;384;144
PI;2202604;Castelo do Piauí;8423;2452;539
PI;2202653;Caxingó;3266;569;143
PI;2202703;Cocal;11960;2894;829
PI;2202711;Cocal de Telha;2836;245;139
PI;2202729;Cocal dos Alves;3579;364;167
PI;2202737;Coivaras;2844;759;116
PI;2202752;Colônia do Gurguéia;2973;585;95
PI;2202778;Colônia do Piauí;3994;453;113
PI;2202802;Conceição do Canindé;2776;368;189
PI;2202851;Coronel José Dias;3312;209;124
PI;2202901;Corrente;10628;3426;661
PI;2203008;Cristalândia do Piauí;3196;561;113
PI;2203107;Cristino Castro;4411;908;241
PI;2203206;Curimatá;4983;968;244
PI;2203230;Currais;3284;490;101
PI;2203255;Curralinhos;2777;408;102
PI;2203271;Curral Novo do Piauí;2907;220;145
PI;2203305;Demerval Lobão;6833;1807;438
PI;2203354;Dirceu Arcoverde;3935;305;93
PI;2203404;Dom Expedito Lopes;3949;795;170
PI;2203420;Domingos Mourão;2255;316;99
PI;2203453;Dom Inocêncio;4696;439;211
PI;2203503;Elesbão Veloso;7653;1120;395
PI;2203602;Eliseu Martins;1974;584;116
PI;2203701;Esperantina;15553;5532;1069
PI;2203750;Fartura do Piauí;2978;166;97
PI;2203800;Flores do Piauí;2475;394;121
PI;2203859;Floresta do Piauí;1576;158;104
PI;2203909;Floriano;24011;8059;1251
PI;2204006;Francinópolis;2558;333;94
PI;2204105;Francisco Ayres;2493;402;147
PI;2204154;Francisco Macedo;1748;223;105
PI;2204204;Francisco Santos;4242;907;243
PI;2204303;Fronteiras;5603;1121;321
PI;2204352;Geminiano;3879;586;177
PI;2204402;Gilbués;4538;858;258
PI;2204501;Guadalupe;4730;1094;277
PI;2204550;Guaribas;2879;59;53
PI;2204600;Hugo Napoleão;2204;509;116
PI;2204659;Ilha Grande;4885;1067;317
PI;2204709;Inhuma;7387;1389;467
PI;2204808;Ipiranga do Piauí;4837;568;287
PI;2204907;Isaías Coelho;4246;278;181
PI;2205003;Itainópolis;6014;947;386
PI;2205102;Itaueira;4986;1172;280
PI;2205151;Jacobina do Piauí;3386;340;209
PI;2205201;Jaicós;8220;1221;546
PI;2205250;Jardim do Mulato;2460;446;95
PI;2205276;Jatobá do Piauí;3677;562;151
PI;2205300;Jerumenha;2628;507;104
PI;2205359;João Costa;2156;188;53
PI;2205409;Joaquim Pires;6557;1760;374
PI;2205458;Joca Marques;2861;399;111
PI;2205508;José de Freitas;21909;3335;946
PI;2205516;Juazeiro do Piauí;3179;654;159
PI;2205524;Júlio Borges;2832;360;66
PI;2205532;Jurema;3034;421;114
PI;2205540;Lagoinha do Piauí;1680;279;71
PI;2205557;Lagoa Alegre;5020;668;160
PI;2205565;Lagoa do Barro do Piauí;2920;273;132
PI;2205573;Lagoa de São Francisco;3379;414;166
PI;2205581;Lagoa do Piauí;2571;624;120
PI;2205599;Lagoa do Sítio;2586;345;144
PI;2205607;Landri Sales;2604;443;180
PI;2205706;Luís Correia;14659;3376;926
PI;2205805;Luzilândia;10839;2966;614
PI;2205854;Madeiro;3872;564;137
PI;2205904;Manoel Emídio;2687;508;100
PI;2205953;Marcolândia;4325;1100;325
PI;2206001;Marcos Parente;1965;730;115
PI;2206050;Massapê do Piauí;3833;259;225
PI;2206100;Matias Olímpio;4836;1081;208
PI;2206209;Miguel Alves;14530;2649;872
PI;2206308;Miguel Leão;731;278;32
PI;2206357;Milton Brandão;3241;936;244
PI;2206407;Monsenhor Gil;6058;1303;250
PI;2206506;Monsenhor Hipólito;4190;757;233
PI;2206605;Monte Alegre do Piauí;5063;847;215
PI;2206654;Morro Cabeça no Tempo;2256;213;102
PI;2206670;Morro do Chapéu do Piauí;3108;599;162
PI;2206696;Murici dos Portelas;3534;658;203
PI;2206704;Nazaré do Piauí;4042;387;159
PI;2206720;Nazária;0;0;
PI;2206753;Nossa Senhora de Nazaré;3388;437;95
PI;2206803;Nossa Senhora dos Remédios;4597;1073;176
PI;2206902;Novo Oriente do Piauí;3389;356;189
PI;2206951;Novo Santo Antônio;2511;338;121
PI;2207009;Oeiras;17087;3464;908
PI;2207108;Olho D'Água do Piauí;1467;278;68
PI;2207207;Padre Marcos;3766;561;235
PI;2207306;Paes Landim;1944;717;114
PI;2207355;Pajeú do Piauí;1870;362;81
PI;2207405;Palmeira do Piauí;2565;568;131
PI;2207504;Palmeirais;7351;1145;296
PI;2207553;Paquetá;2565;318;100
PI;2207603;Parnaguá;4537;610;165
PI;2207702;Parnaíba;49323;29587;4275
PI;2207751;Passagem Franca do Piauí;2216;474;71
PI;2207777;Patos do Piauí;3353;502;259
PI;2207793;Pau D'Arco do Piauí;2971;488;126
PI;2207801;Paulistana;10068;1585;730
PI;2207850;Pavussu;2462;176;104
PI;2207900;Pedro II;17051;4697;1220
PI;2207934;Pedro Laurentino;1629;284;76
PI;2207959;Nova Santa Rita;2685;180;84
PI;2208007;Picos;30013;10143;1866
PI;2208106;Pimenteiras;5179;1228;246
PI;2208205;Pio IX;9309;1132;487
PI;2208304;Piracuruca;13153;3782;826
PI;2208403;Piripiri;26562;8628;1909
PI;2208502;Porto;5140;752;218
PI;2208551;Porto Alegre do Piauí;1114;254;49
PI;2208601;Prata do Piauí;1964;244;104
PI;2208650;Queimada Nova;4673;471;277
PI;2208700;Redenção do Gurguéia;3568;945;201
PI;2208809;Regeneração;8554;1126;445
PI;2208858;Riacho Frio;2586;315;91
PI;2208874;Ribeira do Piauí;2315;187;90
PI;2208908;Ribeiro Gonçalves;2582;903;184
PI;2209005;Rio Grande do Piauí;3275;449;185
PI;2209104;Santa Cruz do Piauí;3505;655;174
PI;2209153;Santa Cruz dos Milagres;2001;305;71
PI;2209203;Santa Filomena;2753;663;118
PI;2209302;Santa Luz;2620;771;119
PI;2209351;Santana do Piauí;2618;391;136
PI;2209377;Santa Rosa do Piauí;2269;872;144
PI;2209401;Santo Antônio de Lisboa;3375;598;175
PI;2209450;Santo Antônio dos Milagres;1140;176;44
PI;2209500;Santo Inácio do Piauí;2034;398;94
PI;2209559;São Braz do Piauí;2720;160;71
PI;2209609;São Félix do Piauí;1828;520;83
PI;2209658;São Francisco de Assis do Piauí;2846;513;261
PI;2209708;São Francisco do Piauí;2838;1182;167
PI;2209757;São Gonçalo do Gurguéia;1224;304;66
PI;2209807;São Gonçalo do Piauí;2435;823;168
PI;2209856;São João da Canabrava;2868;383;96
PI;2209872;São João da Fronteira;2919;441;129
PI;2209906;São João da Serra;3637;794;237
PI;2209955;São João da Varjota;2605;263;132
PI;2209971;São João do Arraial;3666;1447;195
PI;2210003;São João do Piauí;9233;1805;486
PI;2210052;São José do Divino;3124;546;173
PI;2210102;São José do Peixe;1895;280;113
PI;2210201;São José do Piauí;3693;612;187
PI;2210300;São Julião;2871;1098;184
PI;2210359;São Lourenço do Piauí;3233;274;111
PI;2210375;São Luis do Piauí;1603;205;56
PI;2210383;São Miguel da Baixa Grande;1263;400;71
PI;2210391;São Miguel do Fidalgo;1678;157;40
PI;2210409;São Miguel do Tapuio;9062;1340;489
PI;2210508;São Pedro do Piauí;6130;1681;423
PI;2210607;São Raimundo Nonato;15701;2518;545
PI;2210623;Sebastião Barros;2433;411;90
PI;2210631;Sebastião Leal;1972;890;187
PI;2210656;Sigefredo Pacheco;5200;830;186
PI;2210706;Simões;7179;1089;460
PI;2210805;Simplício Mendes;5844;1048;342
PI;2210904;Socorro do Piauí;2362;441;92
PI;2210938;Sussuapara;4164;758;160
PI;2210953;Tamboril do Piauí;1655;226;109
PI;2210979;Tanque do Piauí;1448;253;130
PI;2211001;Teresina;273796;162652;24093
PI;2211100;União;21387;5457;1224
PI;2211209;Uruçuí;8495;3572;577
PI;2211308;Valença do Piauí;9302;2399;752
PI;2211357;Várzea Branca;2875;266;111
PI;2211407;Várzea Grande;2180;439;143
PI;2211506;Vera Mendes;2243;187;124
PI;2211605;Vila Nova do Piauí;1810;346;96
PI;2211704;Wall Ferraz;2284;547;126
PR;4100103;Abatiá;1767;2746;234
PR;4100202;Adrianópolis;2251;1456;143
PR;4100301;Agudos do Sul;1770;3692;201
PR;4100400;Almirante Tamandaré;17171;35436;2498
PR;4100459;Altamira do Paraná;1288;1174;92
PR;4100509;Altônia;3301;8130;641
PR;4100608;Alto Paraná;2899;4467;401
PR;4100707;Alto Piquiri;2773;2808;239
PR;4100806;Alvorada do Sul;2019;3323;214
PR;4100905;Amaporã;1538;1474;175
PR;4101002;Ampére;5949;4777;374
PR;4101051;Anahy;878;1085;109
PR;4101101;Andirá;4168;7969;829
PR;4101150;Ângulo;578;1378;99
PR;4101200;Antonina;3150;7761;423
PR;4101309;Antônio Olinto;2237;2672;219
PR;4101408;Apucarana;15607;54081;3830
PR;4101507;Arapongas;10333;51988;3254
PR;4101606;Arapoti;3693;10621;516
PR;4101655;Arapuã;1331;1150;73
PR;4101705;Araruna;2773;5162;410
PR;4101804;Araucária;25283;47434;4756
PR;4101853;Ariranha do Ivaí;1016;679;77
PR;4101903;Assaí;2373;7092;424
PR;4102000;Assis Chateaubriand;6424;13142;863
PR;4102109;Astorga;3446;11831;641
PR;4102208;Atalaia;962;1760;127
PR;4102307;Balsa Nova;2615;6070;422
PR;4102406;Bandeirantes;4626;14638;703
PR;4102505;Barbosa Ferraz;2641;3707;340
PR;4102604;Barracão;2520;3045;143
PR;4102703;Barra do Jacaré;825;1075;122
PR;4102752;Bela Vista da Caroba;1481;880;60
PR;4102802;Bela Vista do Paraíso;3170;6183;587
PR;4102901;Bituruna;5242;4087;406
PR;4103008;Boa Esperança;757;2192;161
PR;4103024;Boa Esperança do Iguaçu;1227;584;32
PR;4103040;Boa Ventura de São Roque;2486;1322;101
PR;4103057;Boa Vista da Aparecida;2348;2453;218
PR;4103107;Bocaiúva do Sul;2543;4202;272
PR;4103156;Bom Jesus do Sul;1686;1079;60
PR;4103206;Bom Sucesso;1714;2210;208
PR;4103222;Bom Sucesso do Sul;899;1450;55
PR;4103305;Borrazópolis;1776;2981;244
PR;4103354;Braganey;1535;1831;171
PR;4103370;Brasilândia do Sul;1155;1085;81
PR;4103404;Cafeara;955;700;117
PR;4103453;Cafelândia;2793;6528;371
PR;4103479;Cafezal do Sul;1057;1841;111
PR;4103503;Califórnia;1584;3655;261
PR;4103602;Cambará;4007;9536;931
PR;4103701;Cambé;12795;41798;3264
PR;4103800;Cambira;1390;3169;262
PR;4103909;Campina da Lagoa;3428;5390;432
PR;4103958;Campina do Simão;1704;929;93
PR;4104006;Campina Grande do Sul;7447;16458;1062
PR;4104055;Campo Bonito;1519;1247;61
PR;4104105;Campo do Tenente;1619;3031;137
PR;4104204;Campo Largo;17806;49168;3497
PR;4104253;Campo Magro;5182;9319;649
PR;4104303;Campo Mourão;16510;34383;2182
PR;4104402;Cândido de Abreu;4202;4674;413
PR;4104428;Candói;5171;3478;242
PR;4104451;Cantagalo;4127;2681;209
PR;4104501;Capanema;5601;5744;430
PR;4104600;Capitão Leônidas Marques;3775;4778;354
PR;4104659;Carambeí;3056;9634;568
PR;4104709;Carlópolis;2595;5949;472
PR;4104808;Cascavel;52446;119866;6986
PR;4104907;Castro;13169;27181;1825
PR;4105003;Catanduvas;2062;2918;187
PR;4105102;Centenário do Sul;3658;2884;361
PR;4105201;Cerro Azul;5283;4167;546
PR;4105300;Céu Azul;1497;5178;282
PR;4105409;Chopinzinho;5633;6945;525
PR;4105508;Cianorte;9029;34002;1899
PR;4105607;Cidade Gaúcha;2456;4059;375
PR;4105706;Clevelândia;4941;4771;313
PR;4105805;Colombo;32853;78718;5384
PR;4105904;Colorado;5633;7261;1146
PR;4106001;Congonhinhas;2730;2281;159
PR;4106100;Conselheiro Mairinck;866;1298;166
PR;4106209;Contenda;3270;6493;418
PR;4106308;Corbélia;3322;7252;399
PR;4106407;Cornélio Procópio;7513;19513;1608
PR;4106456;Coronel Domingos Soares;2483;1295;102
PR;4106506;Coronel Vivida;6499;7127;517
PR;4106555;Corumbataí do Sul;1308;1221;101
PR;4106571;Cruzeiro do Iguaçu;1537;1142;82
PR;4106605;Cruzeiro do Oeste;3852;8283;553
PR;4106704;Cruzeiro do Sul;1681;1434;159
PR;4106803;Cruz Machado;4364;6305;584
PR;4106852;Cruzmaltina;733;1293;79
PR;4106902;Curitiba;241015;786377;55089
PR;4107009;Curiúva;3171;4394;453
PR;4107108;Diamante do Norte;1245;1939;145
PR;4107124;Diamante do Sul;1165;1008;58
PR;4107157;Diamante D'Oeste;1647;1105;114
PR;4107207;Dois Vizinhos;10951;12353;661
PR;4107256;Douradina;1875;3394;178
PR;4107306;Doutor Camargo;1118;2575;254
PR;4107405;Enéas Marques;2308;1715;153
PR;4107504;Engenheiro Beltrão;2622;5050;305
PR;4107520;Esperança Nova;422;1010;60
PR;4107538;Entre Rios do Oeste;635;2062;81
PR;4107546;Espigão Alto do Iguaçu;1209;1886;79
PR;4107553;Farol;967;1176;102
PR;4107603;Faxinal;2448;6431;281
PR;4107652;Fazenda Rio Grande;16536;36168;2807
PR;4107702;Fênix;1250;1544;158
PR;4107736;Fernandes Pinheiro;2056;2104;140
PR;4107751;Figueira;2275;2581;234
PR;4107801;Floraí;1206;2256;162
PR;4107850;Flor da Serra do Sul;2021;1527;87
PR;4107900;Floresta;1307;3163;216
PR;4108007;Florestópolis;3554;3760;311
PR;4108106;Flórida;756;996;85
PR;4108205;Formosa do Oeste;1431;3139;279
PR;4108304;Foz do Iguaçu;42061;99545;4840
PR;4108320;Francisco Alves;1473;2920;199
PR;4108403;Francisco Beltrão;21869;28034;1592
PR;4108452;Foz do Jordão;1877;1071;79
PR;4108502;General Carneiro;3604;3007;217
PR;4108551;Godoy Moreira;1240;814;65
PR;4108601;Goioerê;4990;10777;575
PR;4108650;Goioxim;2867;1145;118
PR;4108700;Grandes Rios;1167;2393;140
PR;4108809;Guaíra;4847;12156;478
