Abrangência;Cargo;Sexo;Qt Candidatos;Eleito;2º Turno;Não Eleito
MONTEIRÓPOLIS;Vereador;Feminino;13;1;0;12
MONTENEGRO;Vereador;Masculino;79;9;0;70
MONTENEGRO;Vereador;Feminino;39;1;0;38
MONTES ALTOS;Vereador;Masculino;26;7;0;19
MONTES ALTOS;Vereador;Feminino;15;2;0;13
MONTES CLAROS;Vereador;Masculino;338;22;0;316
MONTES CLAROS;Vereador;Feminino;152;1;0;151
MONTES CLAROS DE GOIÁS;Vereador;Masculino;25;9;0;16
MONTES CLAROS DE GOIÁS;Vereador;Feminino;13;0;0;13
MONTEZUMA;Vereador;Masculino;33;7;0;26
MONTEZUMA;Vereador;Feminino;16;2;0;14
MONTIVIDIU;Vereador;Masculino;50;7;0;43
MONTIVIDIU;Vereador;Feminino;23;2;0;21
MONTIVIDIU DO NORTE;Vereador;Masculino;29;6;0;23
MONTIVIDIU DO NORTE;Vereador;Feminino;15;3;0;12
MORADA NOVA;Vereador;Masculino;55;13;0;42
MORADA NOVA;Vereador;Feminino;24;2;0;22
MORADA NOVA DE MINAS;Vereador;Masculino;42;7;0;35
MORADA NOVA DE MINAS;Vereador;Feminino;27;2;0;25
MORAÚJO;Vereador;Masculino;26;7;0;19
MORAÚJO;Vereador;Feminino;12;2;0;10
MOREILÂNDIA;Vereador;Masculino;22;9;0;13
MOREILÂNDIA;Vereador;Feminino;7;0;0;7
MOREIRA SALES;Vereador;Masculino;33;8;0;25
MOREIRA SALES;Vereador;Feminino;17;1;0;16
MORENO;Vereador;Masculino;99;9;0;90
MORENO;Vereador;Feminino;38;2;0;36
MORMAÇO;Vereador;Masculino;14;7;0;7
MORMAÇO;Vereador;Feminino;10;2;0;8
MORPARÁ;Vereador;Masculino;22;7;0;15
MORPARÁ;Vereador;Feminino;14;2;0;12
MORRETES;Vereador;Masculino;78;9;0;69
MORRETES;Vereador;Feminino;39;2;0;37
MORRINHOS;Vereador;Masculino;121;20;0;101
MORRINHOS;Vereador;Feminino;59;4;0;55
MORRINHOS DO SUL;Vereador;Masculino;16;8;0;8
MORRINHOS DO SUL;Vereador;Feminino;8;1;0;7
MORRO AGUDO;Vereador;Masculino;70;10;0;60
MORRO AGUDO;Vereador;Feminino;33;1;0;32
MORRO AGUDO DE GOIÁS;Vereador;Masculino;22;6;0;16
MORRO AGUDO DE GOIÁS;Vereador;Feminino;13;3;0;10
MORRO CABEÇA NO TEMPO;Vereador;Masculino;22;9;0;13
MORRO CABEÇA NO TEMPO;Vereador;Feminino;10;0;0;10
MORRO DA FUMAÇA;Vereador;Masculino;22;7;0;15
MORRO DA FUMAÇA;Vereador;Feminino;11;2;0;9
MORRO DA GARÇA;Vereador;Masculino;25;8;0;17
MORRO DA GARÇA;Vereador;Feminino;13;1;0;12
MORRO DO CHAPÉU;Vereador;Masculino;46;10;0;36
MORRO DO CHAPÉU;Vereador;Feminino;20;3;0;17
MORRO DO CHAPÉU DO PIAUÍ;Vereador;Masculino;19;7;0;12
MORRO DO CHAPÉU DO PIAUÍ;Vereador;Feminino;10;2;0;8
MORRO DO PILAR;Vereador;Masculino;27;8;0;19
MORRO DO PILAR;Vereador;Feminino;12;1;0;11
MORRO GRANDE;Vereador;Masculino;19;4;0;15
MORRO GRANDE;Vereador;Feminino;12;5;0;7
MORRO REDONDO;Vereador;Masculino;32;6;0;26
MORRO REDONDO;Vereador;Feminino;16;3;0;13
MORRO REUTER;Vereador;Masculino;15;7;0;8
MORRO REUTER;Vereador;Feminino;8;2;0;6
MORROS;Vereador;Masculino;61;8;0;53
MORROS;Vereador;Feminino;31;3;0;28
MORTUGABA;Vereador;Masculino;18;8;0;10
MORTUGABA;Vereador;Feminino;9;1;0;8
MORUNGABA;Vereador;Masculino;64;9;0;55
MORUNGABA;Vereador;Feminino;33;0;0;33
MOSSÂMEDES;Vereador;Masculino;14;8;0;6
MOSSÂMEDES;Vereador;Feminino;7;1;0;6
MOSSORÓ;Vereador;Masculino;187;20;0;167
MOSSORÓ;Vereador;Feminino;86;1;0;85
MOSTARDAS;Vereador;Masculino;42;7;0;35
MOSTARDAS;Vereador;Feminino;22;2;0;20
MOTUCA;Vereador;Masculino;50;6;0;44
MOTUCA;Vereador;Feminino;26;3;0;23
MOZARLÂNDIA;Vereador;Masculino;34;7;0;27
MOZARLÂNDIA;Vereador;Feminino;19;2;0;17
MUANÁ;Vereador;Masculino;53;7;0;46
MUANÁ;Vereador;Feminino;28;2;0;26
MUCAJAÍ;Vereador;Masculino;46;8;0;38
MUCAJAÍ;Vereador;Feminino;23;1;0;22
MUCAMBO;Vereador;Masculino;25;7;0;18
MUCAMBO;Vereador;Feminino;17;2;0;15
MUCUGÊ;Vereador;Masculino;25;8;0;17
MUCUGÊ;Vereador;Feminino;12;1;0;11
MUÇUM;Vereador;Masculino;27;9;0;18
MUÇUM;Vereador;Feminino;11;0;0;11
MUCURI;Vereador;Masculino;110;13;0;97
MUCURI;Vereador;Feminino;54;0;0;54
MUCURICI;Vereador;Masculino;30;9;0;21
MUCURICI;Vereador;Feminino;14;0;0;14
MUITOS CAPÕES;Vereador;Masculino;18;6;0;12
MUITOS CAPÕES;Vereador;Feminino;9;3;0;6
MULITERNO;Vereador;Masculino;16;9;0;7
MULITERNO;Vereador;Feminino;6;0;0;6
MULUNGU;Vereador;Masculino;52;14;0;38
MULUNGU;Vereador;Feminino;25;4;0;21
MULUNGU DO MORRO;Vereador;Masculino;25;8;0;17
MULUNGU DO MORRO;Vereador;Feminino;13;1;0;12
MUNDO NOVO;Vereador;Masculino;102;26;0;76
MUNDO NOVO;Vereador;Feminino;46;5;0;41
MUNHOZ;Vereador;Masculino;21;8;0;13
MUNHOZ;Vereador;Feminino;9;1;0;8
MUNHOZ DE MELO;Vereador;Masculino;23;7;0;16
MUNHOZ DE MELO;Vereador;Feminino;12;2;0;10
MUNIZ FERREIRA;Vereador;Masculino;34;7;0;27
MUNIZ FERREIRA;Vereador;Feminino;13;2;0;11
MUNIZ FREIRE;Vereador;Masculino;60;9;0;51
MUNIZ FREIRE;Vereador;Feminino;27;0;0;27
MUQUÉM DO SÃO FRANCISCO;Vereador;Masculino;26;5;0;21
MUQUÉM DO SÃO FRANCISCO;Vereador;Feminino;11;4;0;7
MUQUI;Vereador;Masculino;70;9;0;61
MUQUI;Vereador;Feminino;35;0;0;35
MURIAÉ;Vereador;Masculino;114;10;0;104
MURIAÉ;Vereador;Feminino;54;1;0;53
MURIBECA;Vereador;Masculino;24;7;0;17
MURIBECA;Vereador;Feminino;12;2;0;10
MURICI;Vereador;Masculino;29;10;0;19
MURICI;Vereador;Feminino;14;1;0;13
MURICI DOS PORTELAS;Vereador;Masculino;23;8;0;15
MURICI DOS PORTELAS;Vereador;Feminino;15;1;0;14
MURICILÂNDIA;Vereador;Masculino;28;8;0;20
MURICILÂNDIA;Vereador;Feminino;13;1;0;12
MURITIBA;Vereador;Masculino;81;11;0;70
MURITIBA;Vereador;Feminino;38;0;0;38
MURUTINGA DO SUL;Vereador;Masculino;18;9;0;9
MURUTINGA DO SUL;Vereador;Feminino;9;0;0;9
MUTUÍPE;Vereador;Masculino;40;9;0;31
MUTUÍPE;Vereador;Feminino;18;2;0;16
MUTUM;Vereador;Masculino;58;10;0;48
MUTUM;Vereador;Feminino;27;1;0;26
MUTUNÓPOLIS;Vereador;Masculino;30;5;0;25
MUTUNÓPOLIS;Vereador;Feminino;15;4;0;11
MUZAMBINHO;Vereador;Masculino;72;10;0;62
MUZAMBINHO;Vereador;Feminino;35;1;0;34
NACIP RAYDAN;Vereador;Masculino;27;8;0;19
NACIP RAYDAN;Vereador;Feminino;14;1;0;13
NANTES;Vereador;Masculino;38;8;0;30
NANTES;Vereador;Feminino;18;1;0;17
NANUQUE;Vereador;Masculino;88;11;0;77
NANUQUE;Vereador;Feminino;43;2;0;41
NÃO-ME-TOQUE;Vereador;Masculino;23;8;0;15
NÃO-ME-TOQUE;Vereador;Feminino;12;1;0;11
NAQUE;Vereador;Masculino;42;8;0;34
NAQUE;Vereador;Feminino;21;1;0;20
NARANDIBA;Vereador;Masculino;30;9;0;21
NARANDIBA;Vereador;Feminino;13;0;0;13
NATAL;Vereador;Masculino;311;25;0;286
NATAL;Vereador;Feminino;139;4;0;135
NATALÂNDIA;Vereador;Masculino;29;9;0;20
NATALÂNDIA;Vereador;Feminino;14;0;0;14
NATÉRCIA;Vereador;Masculino;36;7;0;29
NATÉRCIA;Vereador;Feminino;19;2;0;17
NATIVIDADE;Vereador;Masculino;115;18;0;97
NATIVIDADE;Vereador;Feminino;58;2;0;56
NATIVIDADE DA SERRA;Vereador;Masculino;57;8;0;49
NATIVIDADE DA SERRA;Vereador;Feminino;25;1;0;24
NATUBA;Vereador;Masculino;22;9;0;13
NATUBA;Vereador;Feminino;11;0;0;11
NAVEGANTES;Vereador;Masculino;69;9;0;60
NAVEGANTES;Vereador;Feminino;29;1;0;28
NAVIRAÍ;Vereador;Masculino;63;12;0;51
NAVIRAÍ;Vereador;Feminino;29;1;0;28
NAZARÉ;Vereador;Masculino;101;16;0;85
NAZARÉ;Vereador;Feminino;41;4;0;37
NAZARÉ DA MATA;Vereador;Masculino;66;11;0;55
NAZARÉ DA MATA;Vereador;Feminino;26;2;0;24
NAZARÉ DO PIAUÍ;Vereador;Masculino;24;7;0;17
NAZARÉ DO PIAUÍ;Vereador;Feminino;12;2;0;10
NAZARÉ PAULISTA;Vereador;Masculino;73;11;0;62
NAZARÉ PAULISTA;Vereador;Feminino;36;0;0;36
NAZARENO;Vereador;Masculino;32;7;0;25
NAZARENO;Vereador;Feminino;18;2;0;16
NAZAREZINHO;Vereador;Masculino;23;8;0;15
NAZAREZINHO;Vereador;Feminino;11;1;0;10
NAZÁRIA;Vereador;Masculino;55;8;0;47
NAZÁRIA;Vereador;Feminino;28;1;0;27
NAZÁRIO;Vereador;Masculino;34;8;0;26
NAZÁRIO;Vereador;Feminino;17;1;0;16
NEÓPOLIS;Vereador;Masculino;44;9;0;35
NEÓPOLIS;Vereador;Feminino;19;2;0;17
NEPOMUCENO;Vereador;Masculino;79;10;0;69
NEPOMUCENO;Vereador;Feminino;40;1;0;39
NERÓPOLIS;Vereador;Masculino;58;10;0;48
NERÓPOLIS;Vereador;Feminino;21;1;0;20
NEVES PAULISTA;Vereador;Masculino;30;9;0;21
NEVES PAULISTA;Vereador;Feminino;14;0;0;14
NHAMUNDÁ;Vereador;Masculino;49;8;0;41
NHAMUNDÁ;Vereador;Feminino;22;1;0;21
NHANDEARA;Vereador;Masculino;40;8;0;32
NHANDEARA;Vereador;Feminino;20;1;0;19
NICOLAU VERGUEIRO;Vereador;Masculino;13;8;0;5
NICOLAU VERGUEIRO;Vereador;Feminino;6;1;0;5
NILO PEÇANHA;Vereador;Masculino;45;8;0;37
NILO PEÇANHA;Vereador;Feminino;22;1;0;21
NILÓPOLIS;Vereador;Masculino;152;11;0;141
NILÓPOLIS;Vereador;Feminino;58;1;0;57
NINA RODRIGUES;Vereador;Masculino;17;5;0;12
NINA RODRIGUES;Vereador;Feminino;14;4;0;10
NINHEIRA;Vereador;Masculino;22;8;0;14
NINHEIRA;Vereador;Feminino;9;1;0;8
NIOAQUE;Vereador;Masculino;60;8;0;52
NIOAQUE;Vereador;Feminino;29;1;0;28
NIPOÃ;Vereador;Masculino;40;8;0;32
NIPOÃ;Vereador;Feminino;22;1;0;21
NIQUELÂNDIA;Vereador;Masculino;128;13;0;115
NIQUELÂNDIA;Vereador;Feminino;58;0;0;58
NÍSIA FLORESTA;Vereador;Masculino;38;9;0;29
NÍSIA FLORESTA;Vereador;Feminino;25;2;0;23
NITERÓI;Vereador;Masculino;286;18;0;268
NITERÓI;Vereador;Feminino;126;3;0;123
NOBRES;Vereador;Masculino;42;10;0;32
NOBRES;Vereador;Feminino;17;1;0;16
NONOAI;Vereador;Masculino;21;7;0;14
NONOAI;Vereador;Feminino;11;2;0;9
NORDESTINA;Vereador;Masculino;28;8;0;20
NORDESTINA;Vereador;Feminino;8;1;0;7
NORMANDIA;Vereador;Masculino;27;7;0;20
NORMANDIA;Vereador;Feminino;14;2;0;12
NORTELÂNDIA;Vereador;Masculino;24;9;0;15
NORTELÂNDIA;Vereador;Feminino;9;0;0;9
NOSSA SENHORA APARECIDA;Vereador;Masculino;21;7;0;14
NOSSA SENHORA APARECIDA;Vereador;Feminino;11;2;0;9
NOSSA SENHORA DA GLÓRIA;Vereador;Masculino;31;7;0;24
NOSSA SENHORA DA GLÓRIA;Vereador;Feminino;18;6;0;12
NOSSA SENHORA DAS DORES;Vereador;Masculino;40;11;0;29
NOSSA SENHORA DAS DORES;Vereador;Feminino;22;0;0;22
NOSSA SENHORA DAS GRAÇAS;Vereador;Masculino;23;9;0;14
NOSSA SENHORA DAS GRAÇAS;Vereador;Feminino;11;0;0;11
NOSSA SENHORA DE LOURDES;Vereador;Masculino;22;8;0;14
NOSSA SENHORA DE LOURDES;Vereador;Feminino;13;1;0;12
NOSSA SENHORA DE NAZARÉ;Vereador;Masculino;19;8;0;11
NOSSA SENHORA DE NAZARÉ;Vereador;Feminino;9;1;0;8
NOSSA SENHORA DO LIVRAMENTO;Vereador;Masculino;41;9;0;32
NOSSA SENHORA DO LIVRAMENTO;Vereador;Feminino;13;0;0;13
NOSSA SENHORA DO SOCORRO;Vereador;Masculino;182;18;0;164
NOSSA SENHORA DO SOCORRO;Vereador;Feminino;75;3;0;72
NOSSA SENHORA DOS REMÉDIOS;Vereador;Masculino;39;9;0;30
NOSSA SENHORA DOS REMÉDIOS;Vereador;Feminino;23;0;0;23
NOVA ALIANÇA;Vereador;Masculino;23;7;0;16
NOVA ALIANÇA;Vereador;Feminino;10;2;0;8
NOVA ALIANÇA DO IVAÍ;Vereador;Masculino;20;7;0;13
NOVA ALIANÇA DO IVAÍ;Vereador;Feminino;10;2;0;8
NOVA ALVORADA;Vereador;Masculino;18;7;0;11
NOVA ALVORADA;Vereador;Feminino;9;2;0;7
NOVA ALVORADA DO SUL;Vereador;Masculino;49;10;0;39
NOVA ALVORADA DO SUL;Vereador;Feminino;24;1;0;23
NOVA AMÉRICA;Vereador;Masculino;24;7;0;17
NOVA AMÉRICA;Vereador;Feminino;15;2;0;13
NOVA AMÉRICA DA COLINA;Vereador;Masculino;25;7;0;18
NOVA AMÉRICA DA COLINA;Vereador;Feminino;13;2;0;11
NOVA ANDRADINA;Vereador;Masculino;54;13;0;41
NOVA ANDRADINA;Vereador;Feminino;23;0;0;23
NOVA ARAÇÁ;Vereador;Masculino;14;8;0;6
NOVA ARAÇÁ;Vereador;Feminino;6;1;0;5
NOVA AURORA;Vereador;Masculino;29;14;0;15
NOVA AURORA;Vereador;Feminino;15;4;0;11
NOVA BANDEIRANTES;Vereador;Masculino;56;6;0;50
NOVA BANDEIRANTES;Vereador;Feminino;23;3;0;20
NOVA BASSANO;Vereador;Masculino;18;8;0;10
NOVA BASSANO;Vereador;Feminino;9;1;0;8
NOVA BELÉM;Vereador;Masculino;22;8;0;14
NOVA BELÉM;Vereador;Feminino;11;1;0;10
NOVA BOA VISTA;Vereador;Masculino;17;6;0;11
NOVA BOA VISTA;Vereador;Feminino;8;3;0;5
NOVA BRASILÂNDIA;Vereador;Masculino;21;6;0;15
NOVA BRASILÂNDIA;Vereador;Feminino;8;3;0;5
NOVA BRASILÂNDIA DO OESTE;Vereador;Masculino;50;8;0;42
NOVA BRASILÂNDIA DO OESTE;Vereador;Feminino;23;1;0;22
NOVA BRÉSCIA;Vereador;Masculino;16;7;0;9
NOVA BRÉSCIA;Vereador;Feminino;7;2;0;5
NOVA CAMPINA;Vereador;Masculino;59;6;0;53
NOVA CAMPINA;Vereador;Feminino;26;3;0;23
NOVA CANAÃ;Vereador;Masculino;33;9;0;24
NOVA CANAÃ;Vereador;Feminino;15;2;0;13
NOVA CANAÃ DO NORTE;Vereador;Masculino;33;7;0;26
NOVA CANAÃ DO NORTE;Vereador;Feminino;16;2;0;14
NOVA CANAÃ PAULISTA;Vereador;Masculino;22;8;0;14
NOVA CANAÃ PAULISTA;Vereador;Feminino;11;1;0;10
NOVA CANDELÁRIA;Vereador;Masculino;12;7;0;5
NOVA CANDELÁRIA;Vereador;Feminino;6;2;0;4
NOVA CANTU;Vereador;Masculino;33;7;0;26
NOVA CANTU;Vereador;Feminino;16;2;0;14
NOVA CASTILHO;Vereador;Masculino;15;8;0;7
NOVA CASTILHO;Vereador;Feminino;8;1;0;7
NOVA COLINAS;Vereador;Masculino;20;7;0;13
NOVA COLINAS;Vereador;Feminino;11;2;0;9
NOVA CRIXÁS;Vereador;Masculino;37;8;0;29
NOVA CRIXÁS;Vereador;Feminino;16;1;0;15
NOVA CRUZ;Vereador;Masculino;45;12;0;33
NOVA CRUZ;Vereador;Feminino;21;1;0;20
NOVA ERA;Vereador;Masculino;65;8;0;57
NOVA ERA;Vereador;Feminino;30;1;0;29
NOVA ERECHIM;Vereador;Masculino;20;8;0;12
NOVA ERECHIM;Vereador;Feminino;12;1;0;11
NOVA ESPERANÇA;Vereador;Masculino;47;8;0;39
NOVA ESPERANÇA;Vereador;Feminino;28;1;0;27
NOVA ESPERANÇA DO PIRIÁ;Vereador;Masculino;24;8;0;16
NOVA ESPERANÇA DO PIRIÁ;Vereador;Feminino;13;1;0;12
NOVA ESPERANÇA DO SUDOESTE;Vereador;Masculino;24;8;0;16
NOVA ESPERANÇA DO SUDOESTE;Vereador;Feminino;3;1;0;2
NOVA ESPERANÇA DO SUL;Vereador;Masculino;20;8;0;12
NOVA ESPERANÇA DO SUL;Vereador;Feminino;10;1;0;9
NOVA EUROPA;Vereador;Masculino;47;6;0;41
NOVA EUROPA;Vereador;Feminino;24;3;0;21
NOVA FÁTIMA;Vereador;Masculino;47;16;0;31
NOVA FÁTIMA;Vereador;Feminino;23;2;0;21
NOVA FLORESTA;Vereador;Masculino;30;8;0;22
NOVA FLORESTA;Vereador;Feminino;16;1;0;15
NOVA FRIBURGO;Vereador;Masculino;222;20;0;202
NOVA FRIBURGO;Vereador;Feminino;102;1;0;101
NOVA GLÓRIA;Vereador;Masculino;22;7;0;15
NOVA GLÓRIA;Vereador;Feminino;11;2;0;9
NOVA GRANADA;Vereador;Masculino;68;9;0;59
NOVA GRANADA;Vereador;Feminino;33;0;0;33
NOVA GUARITA;Vereador;Masculino;20;7;0;13
NOVA GUARITA;Vereador;Feminino;9;2;0;7
NOVA GUATAPORANGA;Vereador;Masculino;23;9;0;14
NOVA GUATAPORANGA;Vereador;Feminino;11;0;0;11
NOVA HARTZ;Vereador;Masculino;59;10;0;49
NOVA HARTZ;Vereador;Feminino;31;1;0;30
NOVA IBIÁ;Vereador;Masculino;36;8;0;28
NOVA IBIÁ;Vereador;Feminino;15;1;0;14
NOVA IGUAÇU;Vereador;Masculino;560;28;0;532
NOVA IGUAÇU;Vereador;Feminino;214;1;0;213
NOVA IGUAÇU DE GOIÁS;Vereador;Masculino;20;8;0;12
NOVA IGUAÇU DE GOIÁS;Vereador;Feminino;13;1;0;12
NOVA INDEPENDÊNCIA;Vereador;Masculino;35;8;0;27
NOVA INDEPENDÊNCIA;Vereador;Feminino;21;1;0;20
NOVA IORQUE;Vereador;Masculino;17;8;0;9
NOVA IORQUE;Vereador;Feminino;10;1;0;9
NOVA IPIXUNA;Vereador;Masculino;50;7;0;43
NOVA IPIXUNA;Vereador;Feminino;27;2;0;25
NOVA ITABERABA;Vereador;Masculino;32;9;0;23
NOVA ITABERABA;Vereador;Feminino;16;0;0;16
NOVA ITARANA;Vereador;Masculino;18;7;0;11
NOVA ITARANA;Vereador;Feminino;11;2;0;9
NOVA LACERDA;Vereador;Masculino;41;9;0;32
NOVA LACERDA;Vereador;Feminino;19;0;0;19
NOVA LARANJEIRAS;Vereador;Masculino;32;7;0;25
NOVA LARANJEIRAS;Vereador;Feminino;14;2;0;12
NOVA LIMA;Vereador;Masculino;133;9;0;124
NOVA LIMA;Vereador;Feminino;59;1;0;58
NOVA LONDRINA;Vereador;Masculino;52;8;0;44
NOVA LONDRINA;Vereador;Feminino;27;1;0;26
NOVA LUZITÂNIA;Vereador;Masculino;40;7;0;33
NOVA LUZITÂNIA;Vereador;Feminino;18;2;0;16
NOVA MAMORÉ;Vereador;Masculino;76;11;0;65
NOVA MAMORÉ;Vereador;Feminino;35;0;0;35
NOVA MARILÂNDIA;Vereador;Masculino;20;9;0;11
NOVA MARILÂNDIA;Vereador;Feminino;3;0;0;3
NOVA MARINGÁ;Vereador;Masculino;28;9;0;19
NOVA MARINGÁ;Vereador;Feminino;14;0;0;14
NOVA MÓDICA;Vereador;Masculino;23;6;0;17
NOVA MÓDICA;Vereador;Feminino;9;3;0;6
NOVA MONTE VERDE;Vereador;Masculino;43;5;0;38
NOVA MONTE VERDE;Vereador;Feminino;21;4;0;17
NOVA MUTUM;Vereador;Masculino;30;8;0;22
NOVA MUTUM;Vereador;Feminino;16;1;0;15
NOVA NAZARÉ;Vereador;Masculino;37;7;0;30
NOVA NAZARÉ;Vereador;Feminino;17;2;0;15
NOVA ODESSA;Vereador;Masculino;94;8;0;86
NOVA ODESSA;Vereador;Feminino;49;1;0;48
NOVA OLÍMPIA;Vereador;Masculino;73;16;0;57
NOVA OLÍMPIA;Vereador;Feminino;35;2;0;33
NOVA OLINDA;Vereador;Masculino;43;24;0;19
NOVA OLINDA;Vereador;Feminino;25;3;0;22
NOVA OLINDA DO MARANHÃO;Vereador;Masculino;30;7;0;23
NOVA OLINDA DO MARANHÃO;Vereador;Feminino;14;4;0;10
NOVA OLINDA DO NORTE;Vereador;Masculino;89;12;0;77
NOVA OLINDA DO NORTE;Vereador;Feminino;40;1;0;39
NOVA PÁDUA;Vereador;Masculino;22;7;0;15
NOVA PÁDUA;Vereador;Feminino;4;2;0;2
NOVA PALMA;Vereador;Masculino;16;8;0;8
NOVA PALMA;Vereador;Feminino;8;1;0;7
NOVA PALMEIRA;Vereador;Masculino;14;8;0;6
NOVA PALMEIRA;Vereador;Feminino;9;1;0;8
NOVA PETRÓPOLIS;Vereador;Masculino;45;10;0;35
NOVA PETRÓPOLIS;Vereador;Feminino;23;1;0;22
NOVA PONTE;Vereador;Masculino;54;7;0;47
NOVA PONTE;Vereador;Feminino;27;2;0;25
NOVA PORTEIRINHA;Vereador;Masculino;42;8;0;34
NOVA PORTEIRINHA;Vereador;Feminino;21;1;0;20
NOVA PRATA;Vereador;Masculino;54;11;0;43
NOVA PRATA;Vereador;Feminino;25;0;0;25
NOVA PRATA DO IGUAÇU;Vereador;Masculino;26;7;0;19
NOVA PRATA DO IGUAÇU;Vereador;Feminino;6;2;0;4
NOVA RAMADA;Vereador;Masculino;19;8;0;11
NOVA RAMADA;Vereador;Feminino;9;1;0;8
NOVA REDENÇÃO;Vereador;Masculino;30;8;0;22
NOVA REDENÇÃO;Vereador;Feminino;14;1;0;13
NOVA RESENDE;Vereador;Masculino;50;6;0;44
NOVA RESENDE;Vereador;Feminino;27;3;0;24
NOVA ROMA;Vereador;Masculino;20;8;0;12
NOVA ROMA;Vereador;Feminino;11;1;0;10
NOVA ROMA DO SUL;Vereador;Masculino;16;9;0;7
NOVA ROMA DO SUL;Vereador;Feminino;9;0;0;9
NOVA ROSALÂNDIA;Vereador;Masculino;23;8;0;15
NOVA ROSALÂNDIA;Vereador;Feminino;10;1;0;9
NOVA RUSSAS;Vereador;Masculino;57;6;0;51
NOVA RUSSAS;Vereador;Feminino;27;7;0;20
NOVA SANTA BÁRBARA;Vereador;Masculino;21;7;0;14
NOVA SANTA BÁRBARA;Vereador;Feminino;11;2;0;9
NOVA SANTA HELENA;Vereador;Masculino;20;8;0;12
NOVA SANTA HELENA;Vereador;Feminino;11;1;0;10
NOVA SANTA RITA;Vereador;Masculino;73;19;0;54
NOVA SANTA RITA;Vereador;Feminino;36;1;0;35
NOVA SANTA ROSA;Vereador;Masculino;23;7;0;16
NOVA SANTA ROSA;Vereador;Feminino;12;2;0;10
NOVA SERRANA;Vereador;Masculino;123;12;0;111
NOVA SERRANA;Vereador;Feminino;58;1;0;57
NOVA SOURE;Vereador;Masculino;40;11;0;29
NOVA SOURE;Vereador;Feminino;17;0;0;17
NOVA TEBAS;Vereador;Masculino;35;5;0;30
NOVA TEBAS;Vereador;Feminino;23;4;0;19
NOVA TIMBOTEUA;Vereador;Masculino;46;8;0;38
NOVA TIMBOTEUA;Vereador;Feminino;23;1;0;22
NOVA TRENTO;Vereador;Masculino;32;9;0;23
NOVA TRENTO;Vereador;Feminino;18;0;0;18
NOVA UBIRATÃ;Vereador;Masculino;24;9;0;15
NOVA UBIRATÃ;Vereador;Feminino;10;0;0;10
NOVA UNIÃO;Vereador;Masculino;78;15;0;63
NOVA UNIÃO;Vereador;Feminino;41;3;0;38
NOVA VENÉCIA;Vereador;Masculino;92;11;0;81
NOVA VENÉCIA;Vereador;Feminino;41;2;0;39
NOVA VENEZA;Vereador;Masculino;75;18;0;57
NOVA VENEZA;Vereador;Feminino;40;0;0;40
NOVA VIÇOSA;Vereador;Masculino;91;12;0;79
NOVA VIÇOSA;Vereador;Feminino;38;1;0;37
NOVA XAVANTINA;Vereador;Masculino;37;10;0;27
NOVA XAVANTINA;Vereador;Feminino;17;1;0;16
NOVAIS;Vereador;Masculino;22;9;0;13
NOVAIS;Vereador;Feminino;12;0;0;12
NOVO ACORDO;Vereador;Masculino;31;9;0;22
NOVO ACORDO;Vereador;Feminino;12;0;0;12
NOVO AIRÃO;Vereador;Masculino;75;6;0;69
NOVO AIRÃO;Vereador;Feminino;36;3;0;33
NOVO ALEGRE;Vereador;Masculino;22;7;0;15
NOVO ALEGRE;Vereador;Feminino;10;2;0;8
NOVO ARIPUANÃ;Vereador;Masculino;89;9;0;80
NOVO ARIPUANÃ;Vereador;Feminino;51;2;0;49
NOVO BARREIRO;Vereador;Masculino;21;7;0;14
NOVO BARREIRO;Vereador;Feminino;10;2;0;8
NOVO BRASIL;Vereador;Masculino;19;8;0;11
NOVO BRASIL;Vereador;Feminino;9;1;0;8
NOVO CABRAIS;Vereador;Masculino;22;7;0;15
NOVO CABRAIS;Vereador;Feminino;15;2;0;13
NOVO CRUZEIRO;Vereador;Masculino;84;13;0;71
NOVO CRUZEIRO;Vereador;Feminino;33;0;0;33
NOVO GAMA;Vereador;Masculino;125;11;0;114
NOVO GAMA;Vereador;Feminino;50;2;0;48
NOVO HAMBURGO;Vereador;Masculino;114;13;0;101
NOVO HAMBURGO;Vereador;Feminino;56;1;0;55
NOVO HORIZONTE;Vereador;Masculino;129;26;0;103
NOVO HORIZONTE;Vereador;Feminino;60;5;0;55
NOVO HORIZONTE DO NORTE;Vereador;Masculino;24;9;0;15
NOVO HORIZONTE DO NORTE;Vereador;Feminino;10;0;0;10
NOVO HORIZONTE DO OESTE;Vereador;Masculino;38;7;0;31
NOVO HORIZONTE DO OESTE;Vereador;Feminino;20;2;0;18
NOVO HORIZONTE DO SUL;Vereador;Masculino;26;8;0;18
NOVO HORIZONTE DO SUL;Vereador;Feminino;14;1;0;13
NOVO ITACOLOMI;Vereador;Masculino;41;9;0;32
NOVO ITACOLOMI;Vereador;Feminino;20;0;0;20
NOVO JARDIM;Vereador;Masculino;19;6;0;13
NOVO JARDIM;Vereador;Feminino;15;3;0;12
NOVO LINO;Vereador;Masculino;44;8;0;36
NOVO LINO;Vereador;Feminino;20;1;0;19
NOVO MACHADO;Vereador;Masculino;16;8;0;8
NOVO MACHADO;Vereador;Feminino;7;1;0;6
NOVO MUNDO;Vereador;Masculino;32;9;0;23
NOVO MUNDO;Vereador;Feminino;18;0;0;18
NOVO ORIENTE;Vereador;Masculino;26;7;0;19
NOVO ORIENTE;Vereador;Feminino;14;4;0;10
