Abrangência;Cargo;Sexo;Qt Candidatos;Eleito;2º Turno;Não Eleito
NOVO ORIENTE DE MINAS;Vereador;Masculino;52;7;0;45
NOVO ORIENTE DE MINAS;Vereador;Feminino;25;2;0;23
NOVO ORIENTE DO PIAUÍ;Vereador;Masculino;20;7;0;13
NOVO ORIENTE DO PIAUÍ;Vereador;Feminino;10;2;0;8
NOVO PLANALTO;Vereador;Masculino;22;8;0;14
NOVO PLANALTO;Vereador;Feminino;12;1;0;11
NOVO PROGRESSO;Vereador;Masculino;51;9;0;42
NOVO PROGRESSO;Vereador;Feminino;26;0;0;26
NOVO REPARTIMENTO;Vereador;Masculino;71;10;0;61
NOVO REPARTIMENTO;Vereador;Feminino;33;3;0;30
NOVO SANTO ANTÔNIO;Vereador;Masculino;42;16;0;26
NOVO SANTO ANTÔNIO;Vereador;Feminino;22;2;0;20
NOVO SÃO JOAQUIM;Vereador;Masculino;27;9;0;18
NOVO SÃO JOAQUIM;Vereador;Feminino;13;0;0;13
NOVO TIRADENTES;Vereador;Masculino;22;8;0;14
NOVO TIRADENTES;Vereador;Feminino;11;1;0;10
NOVO TRIUNFO;Vereador;Masculino;19;10;0;9
NOVO TRIUNFO;Vereador;Feminino;12;1;0;11
NOVO XINGU;Vereador;Masculino;15;7;0;8
NOVO XINGU;Vereador;Feminino;7;2;0;5
NOVORIZONTE;Vereador;Masculino;35;8;0;27
NOVORIZONTE;Vereador;Feminino;18;1;0;17
NUPORANGA;Vereador;Masculino;29;8;0;21
NUPORANGA;Vereador;Feminino;15;1;0;14
ÓBIDOS;Vereador;Masculino;88;9;0;79
ÓBIDOS;Vereador;Feminino;39;4;0;35
OCARA;Vereador;Masculino;43;11;0;32
OCARA;Vereador;Feminino;20;0;0;20
OCAUÇU;Vereador;Masculino;27;8;0;19
OCAUÇU;Vereador;Feminino;11;1;0;10
OEIRAS;Vereador;Masculino;36;10;0;26
OEIRAS;Vereador;Feminino;17;1;0;16
OEIRAS DO PARÁ;Vereador;Masculino;52;7;0;45
OEIRAS DO PARÁ;Vereador;Feminino;24;4;0;20
OIAPOQUE;Vereador;Masculino;84;9;0;75
OIAPOQUE;Vereador;Feminino;33;2;0;31
OLARIA;Vereador;Masculino;20;7;0;13
OLARIA;Vereador;Feminino;10;2;0;8
ÓLEO;Vereador;Masculino;23;8;0;15
ÓLEO;Vereador;Feminino;12;1;0;11
OLHO D'ÁGUA;Vereador;Masculino;19;9;0;10
OLHO D'ÁGUA;Vereador;Feminino;8;0;0;8
OLHO D'ÁGUA DAS CUNHÃS;Vereador;Masculino;35;9;0;26
OLHO D'ÁGUA DAS CUNHÃS;Vereador;Feminino;16;2;0;14
OLHO D'ÁGUA DAS FLORES;Vereador;Masculino;52;10;0;42
OLHO D'ÁGUA DAS FLORES;Vereador;Feminino;23;1;0;22
OLHO D'ÁGUA DO BORGES;Vereador;Masculino;11;5;0;6
OLHO D'ÁGUA DO BORGES;Vereador;Feminino;8;4;0;4
OLHO D'ÁGUA DO CASADO;Vereador;Masculino;26;8;0;18
OLHO D'ÁGUA DO CASADO;Vereador;Feminino;12;1;0;11
OLHO D'ÁGUA DO PIAUÍ;Vereador;Masculino;16;8;0;8
OLHO D'ÁGUA DO PIAUÍ;Vereador;Feminino;9;1;0;8
OLHO D'ÁGUA GRANDE;Vereador;Masculino;20;7;0;13
OLHO D'ÁGUA GRANDE;Vereador;Feminino;13;2;0;11
OLHOS D'ÁGUA;Vereador;Masculino;34;6;0;28
OLHOS D'ÁGUA;Vereador;Feminino;18;3;0;15
OLÍMPIA;Vereador;Masculino;72;10;0;62
OLÍMPIA;Vereador;Feminino;30;0;0;30
OLÍMPIO NORONHA;Vereador;Masculino;27;9;0;18
OLÍMPIO NORONHA;Vereador;Feminino;16;0;0;16
OLINDA;Vereador;Masculino;237;15;0;222
OLINDA;Vereador;Feminino;82;2;0;80
OLINDA NOVA DO MARANHÃO;Vereador;Masculino;52;7;0;45
OLINDA NOVA DO MARANHÃO;Vereador;Feminino;27;2;0;25
OLINDINA;Vereador;Masculino;54;10;0;44
OLINDINA;Vereador;Feminino;18;1;0;17
OLIVEDOS;Vereador;Masculino;23;8;0;15
OLIVEDOS;Vereador;Feminino;12;1;0;11
OLIVEIRA;Vereador;Masculino;95;13;0;82
OLIVEIRA;Vereador;Feminino;41;0;0;41
OLIVEIRA DE FÁTIMA;Vereador;Masculino;20;7;0;13
OLIVEIRA DE FÁTIMA;Vereador;Feminino;8;2;0;6
OLIVEIRA DOS BREJINHOS;Vereador;Masculino;18;11;0;7
OLIVEIRA DOS BREJINHOS;Vereador;Feminino;10;0;0;10
OLIVEIRA FORTES;Vereador;Masculino;27;9;0;18
OLIVEIRA FORTES;Vereador;Feminino;12;0;0;12
OLIVENÇA;Vereador;Masculino;23;5;0;18
OLIVENÇA;Vereador;Feminino;11;4;0;7
ONÇA DE PITANGUI;Vereador;Masculino;35;9;0;26
ONÇA DE PITANGUI;Vereador;Feminino;23;0;0;23
ONDA VERDE;Vereador;Masculino;38;9;0;29
ONDA VERDE;Vereador;Feminino;19;0;0;19
ORATÓRIOS;Vereador;Masculino;41;9;0;32
ORATÓRIOS;Vereador;Feminino;19;0;0;19
ORIENTE;Vereador;Masculino;57;9;0;48
ORIENTE;Vereador;Feminino;29;0;0;29
ORINDIÚVA;Vereador;Masculino;45;7;0;38
ORINDIÚVA;Vereador;Feminino;20;2;0;18
ORIXIMINÁ;Vereador;Masculino;52;13;0;39
ORIXIMINÁ;Vereador;Feminino;21;2;0;19
ORIZÂNIA;Vereador;Masculino;32;8;0;24
ORIZÂNIA;Vereador;Feminino;17;1;0;16
ORIZONA;Vereador;Masculino;29;8;0;21
ORIZONA;Vereador;Feminino;13;1;0;12
ORLÂNDIA;Vereador;Masculino;67;8;0;59
ORLÂNDIA;Vereador;Feminino;32;1;0;31
ORLEANS;Vereador;Masculino;33;9;0;24
ORLEANS;Vereador;Feminino;19;2;0;17
OROBÓ;Vereador;Masculino;25;9;0;16
OROBÓ;Vereador;Feminino;5;2;0;3
OROCÓ;Vereador;Masculino;20;7;0;13
OROCÓ;Vereador;Feminino;9;2;0;7
ORÓS;Vereador;Masculino;26;7;0;19
ORÓS;Vereador;Feminino;13;4;0;9
ORTIGUEIRA;Vereador;Masculino;49;11;0;38
ORTIGUEIRA;Vereador;Feminino;24;0;0;24
OSASCO;Vereador;Masculino;283;18;0;265
OSASCO;Vereador;Feminino;128;3;0;125
OSCAR BRESSANE;Vereador;Masculino;17;6;0;11
OSCAR BRESSANE;Vereador;Feminino;12;3;0;9
OSÓRIO;Vereador;Masculino;35;7;0;28
OSÓRIO;Vereador;Feminino;18;2;0;16
OSVALDO CRUZ;Vereador;Masculino;91;12;0;79
OSVALDO CRUZ;Vereador;Feminino;43;1;0;42
OTACÍLIO COSTA;Vereador;Masculino;47;9;0;38
OTACÍLIO COSTA;Vereador;Feminino;23;2;0;21
OURÉM;Vereador;Masculino;49;8;0;41
OURÉM;Vereador;Feminino;24;1;0;23
OURIÇANGAS;Vereador;Masculino;36;7;0;29
OURIÇANGAS;Vereador;Feminino;16;2;0;14
OURICURI;Vereador;Masculino;87;12;0;75
OURICURI;Vereador;Feminino;40;1;0;39
OURILÂNDIA DO NORTE;Vereador;Masculino;59;10;0;49
OURILÂNDIA DO NORTE;Vereador;Feminino;19;1;0;18
OURINHOS;Vereador;Masculino;87;11;0;76
OURINHOS;Vereador;Feminino;43;0;0;43
OURIZONA;Vereador;Masculino;25;7;0;18
OURIZONA;Vereador;Feminino;13;2;0;11
OURO;Vereador;Masculino;18;8;0;10
OURO;Vereador;Feminino;8;1;0;7
OURO BRANCO;Vereador;Masculino;129;25;0;104
OURO BRANCO;Vereador;Feminino;68;6;0;62
OURO FINO;Vereador;Masculino;121;11;0;110
OURO FINO;Vereador;Feminino;57;0;0;57
OURO PRETO;Vereador;Masculino;171;13;0;158
OURO PRETO;Vereador;Feminino;80;2;0;78
OURO PRETO DO OESTE;Vereador;Masculino;70;6;0;64
OURO PRETO DO OESTE;Vereador;Feminino;31;3;0;28
OURO VELHO;Vereador;Masculino;20;8;0;12
OURO VELHO;Vereador;Feminino;10;1;0;9
OURO VERDE;Vereador;Masculino;53;16;0;37
OURO VERDE;Vereador;Feminino;26;2;0;24
OURO VERDE DE GOIÁS;Vereador;Masculino;42;7;0;35
OURO VERDE DE GOIÁS;Vereador;Feminino;20;2;0;18
OURO VERDE DE MINAS;Vereador;Masculino;37;8;0;29
OURO VERDE DE MINAS;Vereador;Feminino;19;1;0;18
OURO VERDE DO OESTE;Vereador;Masculino;21;7;0;14
OURO VERDE DO OESTE;Vereador;Feminino;12;2;0;10
OUROESTE;Vereador;Masculino;19;7;0;12
OUROESTE;Vereador;Feminino;11;2;0;9
OUROLÂNDIA;Vereador;Masculino;25;9;0;16
OUROLÂNDIA;Vereador;Feminino;12;2;0;10
OUVIDOR;Vereador;Masculino;25;8;0;17
OUVIDOR;Vereador;Feminino;14;1;0;13
PACAEMBU;Vereador;Masculino;40;7;0;33
PACAEMBU;Vereador;Feminino;20;2;0;18
PACAJÁ;Vereador;Masculino;65;11;0;54
PACAJÁ;Vereador;Feminino;30;0;0;30
PACAJUS;Vereador;Masculino;96;13;0;83
PACAJUS;Vereador;Feminino;42;2;0;40
PACARAIMA;Vereador;Masculino;60;8;0;52
PACARAIMA;Vereador;Feminino;34;1;0;33
PACATUBA;Vereador;Masculino;155;21;0;134
PACATUBA;Vereador;Feminino;76;3;0;73
PAÇO DO LUMIAR;Vereador;Masculino;133;12;0;121
PAÇO DO LUMIAR;Vereador;Feminino;60;3;0;57
PACOTI;Vereador;Masculino;42;8;0;34
PACOTI;Vereador;Feminino;20;1;0;19
PACUJÁ;Vereador;Masculino;20;8;0;12
PACUJÁ;Vereador;Feminino;10;1;0;9
PADRE BERNARDO;Vereador;Masculino;104;10;0;94
PADRE BERNARDO;Vereador;Feminino;50;1;0;49
PADRE CARVALHO;Vereador;Masculino;31;9;0;22
PADRE CARVALHO;Vereador;Feminino;17;0;0;17
PADRE MARCOS;Vereador;Masculino;14;7;0;7
PADRE MARCOS;Vereador;Feminino;6;2;0;4
PADRE PARAÍSO;Vereador;Masculino;59;11;0;48
PADRE PARAÍSO;Vereador;Feminino;28;0;0;28
PAES LANDIM;Vereador;Masculino;20;6;0;14
PAES LANDIM;Vereador;Feminino;9;3;0;6
PAI PEDRO;Vereador;Masculino;26;8;0;18
PAI PEDRO;Vereador;Feminino;13;1;0;12
PAIAL;Vereador;Masculino;19;9;0;10
PAIAL;Vereador;Feminino;9;0;0;9
PAIÇANDU;Vereador;Masculino;102;9;0;93
PAIÇANDU;Vereador;Feminino;53;0;0;53
PAIM FILHO;Vereador;Masculino;16;9;0;7
PAIM FILHO;Vereador;Feminino;7;0;0;7
PAINEIRAS;Vereador;Masculino;30;9;0;21
PAINEIRAS;Vereador;Feminino;15;0;0;15
PAINEL;Vereador;Masculino;30;8;0;22
PAINEL;Vereador;Feminino;14;1;0;13
PAINS;Vereador;Masculino;42;9;0;33
PAINS;Vereador;Feminino;22;0;0;22
PAIVA;Vereador;Masculino;21;8;0;13
PAIVA;Vereador;Feminino;11;1;0;10
PAJEÚ DO PIAUÍ;Vereador;Masculino;12;9;0;3
PAJEÚ DO PIAUÍ;Vereador;Feminino;6;0;0;6
PALESTINA;Vereador;Masculino;71;17;0;54
PALESTINA;Vereador;Feminino;34;1;0;33
PALESTINA DE GOIÁS;Vereador;Masculino;32;8;0;24
PALESTINA DE GOIÁS;Vereador;Feminino;17;1;0;16
PALESTINA DO PARÁ;Vereador;Masculino;22;7;0;15
PALESTINA DO PARÁ;Vereador;Feminino;15;2;0;13
PALHANO;Vereador;Masculino;26;7;0;19
PALHANO;Vereador;Feminino;13;2;0;11
PALHOÇA;Vereador;Masculino;93;10;0;83
PALHOÇA;Vereador;Feminino;40;1;0;39
PALMA;Vereador;Masculino;33;8;0;25
PALMA;Vereador;Feminino;17;1;0;16
PALMA SOLA;Vereador;Masculino;32;8;0;24
PALMA SOLA;Vereador;Feminino;16;1;0;15
PALMÁCIA;Vereador;Masculino;48;9;0;39
PALMÁCIA;Vereador;Feminino;20;0;0;20
PALMARES;Vereador;Masculino;134;13;0;121
PALMARES;Vereador;Feminino;53;2;0;51
PALMARES DO SUL;Vereador;Masculino;41;7;0;34
PALMARES DO SUL;Vereador;Feminino;20;2;0;18
PALMARES PAULISTA;Vereador;Masculino;37;5;0;32
PALMARES PAULISTA;Vereador;Feminino;22;4;0;18
PALMAS;Vereador;Masculino;260;30;0;230
PALMAS;Vereador;Feminino;115;2;0;113
PALMAS DE MONTE ALTO;Vereador;Masculino;31;9;0;22
PALMAS DE MONTE ALTO;Vereador;Feminino;16;2;0;14
PALMEIRA;Vereador;Masculino;88;17;0;71
PALMEIRA;Vereador;Feminino;44;1;0;43
PALMEIRA DAS MISSÕES;Vereador;Masculino;30;10;0;20
PALMEIRA DAS MISSÕES;Vereador;Feminino;11;1;0;10
PALMEIRA DO PIAUÍ;Vereador;Masculino;21;9;0;12
PALMEIRA DO PIAUÍ;Vereador;Feminino;10;0;0;10
PALMEIRA D'OESTE;Vereador;Masculino;24;6;0;18
PALMEIRA D'OESTE;Vereador;Feminino;12;3;0;9
PALMEIRA DOS ÍNDIOS;Vereador;Masculino;106;13;0;93
PALMEIRA DOS ÍNDIOS;Vereador;Feminino;46;2;0;44
PALMEIRAIS;Vereador;Masculino;41;9;0;32
PALMEIRAIS;Vereador;Feminino;23;0;0;23
PALMEIRÂNDIA;Vereador;Masculino;85;8;0;77
PALMEIRÂNDIA;Vereador;Feminino;36;3;0;33
PALMEIRANTE;Vereador;Masculino;19;9;0;10
PALMEIRANTE;Vereador;Feminino;9;0;0;9
PALMEIRAS;Vereador;Masculino;25;8;0;17
PALMEIRAS;Vereador;Feminino;13;1;0;12
PALMEIRAS DE GOIÁS;Vereador;Masculino;59;10;0;49
PALMEIRAS DE GOIÁS;Vereador;Feminino;28;1;0;27
PALMEIRAS DO TOCANTINS;Vereador;Masculino;34;8;0;26
PALMEIRAS DO TOCANTINS;Vereador;Feminino;19;1;0;18
PALMEIRINA;Vereador;Masculino;27;8;0;19
PALMEIRINA;Vereador;Feminino;11;1;0;10
PALMEIRÓPOLIS;Vereador;Masculino;19;8;0;11
PALMEIRÓPOLIS;Vereador;Feminino;9;1;0;8
PALMELO;Vereador;Masculino;23;7;0;16
PALMELO;Vereador;Feminino;10;2;0;8
PALMINÓPOLIS;Vereador;Masculino;19;7;0;12
PALMINÓPOLIS;Vereador;Feminino;7;2;0;5
PALMITAL;Vereador;Masculino;69;18;0;51
PALMITAL;Vereador;Feminino;35;2;0;33
PALMITINHO;Vereador;Masculino;22;7;0;15
PALMITINHO;Vereador;Feminino;11;2;0;9
PALMITOS;Vereador;Masculino;23;9;0;14
PALMITOS;Vereador;Feminino;13;2;0;11
PALMÓPOLIS;Vereador;Masculino;26;7;0;19
PALMÓPOLIS;Vereador;Feminino;14;2;0;12
PALOTINA;Vereador;Masculino;35;9;0;26
PALOTINA;Vereador;Feminino;16;0;0;16
PANAMÁ;Vereador;Masculino;26;6;0;20
PANAMÁ;Vereador;Feminino;12;3;0;9
PANAMBI;Vereador;Masculino;46;11;0;35
PANAMBI;Vereador;Feminino;23;2;0;21
PANCAS;Vereador;Masculino;86;10;0;76
PANCAS;Vereador;Feminino;42;1;0;41
PANELAS;Vereador;Masculino;27;9;0;18
PANELAS;Vereador;Feminino;14;2;0;12
PANORAMA;Vereador;Masculino;69;7;0;62
PANORAMA;Vereador;Feminino;36;2;0;34
PANTANO GRANDE;Vereador;Masculino;27;7;0;20
PANTANO GRANDE;Vereador;Feminino;16;2;0;14
PÃO DE AÇÚCAR;Vereador;Masculino;43;7;0;36
PÃO DE AÇÚCAR;Vereador;Feminino;20;4;0;16
PAPAGAIOS;Vereador;Masculino;36;8;0;28
PAPAGAIOS;Vereador;Feminino;18;1;0;17
PAPANDUVA;Vereador;Masculino;53;7;0;46
PAPANDUVA;Vereador;Feminino;28;2;0;26
PAQUETÁ;Vereador;Masculino;21;8;0;13
PAQUETÁ;Vereador;Feminino;10;1;0;9
PARÁ DE MINAS;Vereador;Masculino;180;16;0;164
PARÁ DE MINAS;Vereador;Feminino;93;1;0;92
PARACAMBI;Vereador;Masculino;72;8;0;64
PARACAMBI;Vereador;Feminino;35;1;0;34
PARACATU;Vereador;Masculino;127;15;0;112
PARACATU;Vereador;Feminino;58;2;0;56
PARACURU;Vereador;Masculino;84;11;0;73
PARACURU;Vereador;Feminino;39;2;0;37
PARAGOMINAS;Vereador;Masculino;100;10;0;90
PARAGOMINAS;Vereador;Feminino;45;3;0;42
PARAGUAÇU;Vereador;Masculino;56;9;0;47
PARAGUAÇU;Vereador;Feminino;28;0;0;28
PARAGUAÇU PAULISTA;Vereador;Masculino;82;9;0;73
PARAGUAÇU PAULISTA;Vereador;Feminino;37;4;0;33
PARAÍ;Vereador;Masculino;18;7;0;11
PARAÍ;Vereador;Feminino;8;2;0;6
PARAÍBA DO SUL;Vereador;Masculino;115;10;0;105
PARAÍBA DO SUL;Vereador;Feminino;51;1;0;50
PARAIBANO;Vereador;Masculino;26;6;0;20
PARAIBANO;Vereador;Feminino;18;5;0;13
PARAIBUNA;Vereador;Masculino;48;10;0;38
PARAIBUNA;Vereador;Feminino;22;1;0;21
PARAIPABA;Vereador;Masculino;58;12;0;46
PARAIPABA;Vereador;Feminino;26;1;0;25
PARAÍSO;Vereador;Masculino;41;14;0;27
PARAÍSO;Vereador;Feminino;21;4;0;17
PARAÍSO DAS ÁGUAS;Vereador;Masculino;29;9;0;20
PARAÍSO DAS ÁGUAS;Vereador;Feminino;15;0;0;15
PARAÍSO DO NORTE;Vereador;Masculino;21;7;0;14
PARAÍSO DO NORTE;Vereador;Feminino;11;2;0;9
PARAÍSO DO SUL;Vereador;Masculino;30;7;0;23
PARAÍSO DO SUL;Vereador;Feminino;15;2;0;13
PARAÍSO DO TOCANTINS;Vereador;Masculino;68;7;0;61
PARAÍSO DO TOCANTINS;Vereador;Feminino;36;2;0;34
PARAISÓPOLIS;Vereador;Masculino;55;8;0;47
PARAISÓPOLIS;Vereador;Feminino;27;1;0;26
PARAMBU;Vereador;Masculino;23;13;0;10
PARAMBU;Vereador;Feminino;11;0;0;11
PARAMIRIM;Vereador;Masculino;23;11;0;12
PARAMIRIM;Vereador;Feminino;10;0;0;10
PARAMOTI;Vereador;Masculino;31;7;0;24
PARAMOTI;Vereador;Feminino;15;2;0;13
PARANÁ;Vereador;Masculino;19;8;0;11
PARANÁ;Vereador;Feminino;10;1;0;9
PARANÃ;Vereador;Masculino;47;9;0;38
PARANÃ;Vereador;Feminino;23;0;0;23
PARANACITY;Vereador;Masculino;50;7;0;43
PARANACITY;Vereador;Feminino;25;2;0;23
PARANAGUÁ;Vereador;Masculino;199;14;0;185
PARANAGUÁ;Vereador;Feminino;82;3;0;79
PARANAÍBA;Vereador;Masculino;44;7;0;37
PARANAÍBA;Vereador;Feminino;23;2;0;21
PARANAIGUARA;Vereador;Masculino;35;7;0;28
PARANAIGUARA;Vereador;Feminino;23;2;0;21
PARANAÍTA;Vereador;Masculino;23;7;0;16
PARANAÍTA;Vereador;Feminino;12;2;0;10
PARANAPANEMA;Vereador;Masculino;32;9;0;23
PARANAPANEMA;Vereador;Feminino;16;0;0;16
PARANAPOEMA;Vereador;Masculino;26;9;0;17
PARANAPOEMA;Vereador;Feminino;7;0;0;7
PARANAPUÃ;Vereador;Masculino;16;6;0;10
PARANAPUÃ;Vereador;Feminino;9;3;0;6
PARANATAMA;Vereador;Masculino;34;7;0;27
PARANATAMA;Vereador;Feminino;14;2;0;12
PARANATINGA;Vereador;Masculino;50;10;0;40
PARANATINGA;Vereador;Feminino;19;1;0;18
PARANAVAÍ;Vereador;Masculino;84;9;0;75
PARANAVAÍ;Vereador;Feminino;38;1;0;37
PARANHOS;Vereador;Masculino;35;7;0;28
PARANHOS;Vereador;Feminino;18;2;0;16
PARAOPEBA;Vereador;Masculino;113;11;0;102
PARAOPEBA;Vereador;Feminino;57;0;0;57
PARAPUÃ;Vereador;Masculino;48;9;0;39
PARAPUÃ;Vereador;Feminino;27;0;0;27
PARARI;Vereador;Masculino;16;7;0;9
PARARI;Vereador;Feminino;9;2;0;7
PARATINGA;Vereador;Masculino;45;11;0;34
PARATINGA;Vereador;Feminino;21;0;0;21
PARATY;Vereador;Masculino;90;9;0;81
PARATY;Vereador;Feminino;47;0;0;47
PARAÚ;Vereador;Masculino;18;4;0;14
PARAÚ;Vereador;Feminino;8;5;0;3
PARAUAPEBAS;Vereador;Masculino;157;13;0;144
PARAUAPEBAS;Vereador;Feminino;71;2;0;69
PARAÚNA;Vereador;Masculino;43;8;0;35
PARAÚNA;Vereador;Feminino;20;1;0;19
PARAZINHO;Vereador;Masculino;18;7;0;11
PARAZINHO;Vereador;Feminino;10;2;0;8
PARDINHO;Vereador;Masculino;23;8;0;15
PARDINHO;Vereador;Feminino;11;1;0;10
PARECI NOVO;Vereador;Masculino;28;8;0;20
PARECI NOVO;Vereador;Feminino;15;1;0;14
PARECIS;Vereador;Masculino;27;9;0;18
PARECIS;Vereador;Feminino;16;0;0;16
PARELHAS;Vereador;Masculino;30;8;0;22
PARELHAS;Vereador;Feminino;15;3;0;12
PARICONHA;Vereador;Masculino;26;6;0;20
PARICONHA;Vereador;Feminino;16;3;0;13
PARINTINS;Vereador;Masculino;93;9;0;84
PARINTINS;Vereador;Feminino;44;2;0;42
PARIPIRANGA;Vereador;Masculino;29;10;0;19
PARIPIRANGA;Vereador;Feminino;14;1;0;13
PARIPUEIRA;Vereador;Masculino;20;9;0;11
PARIPUEIRA;Vereador;Feminino;9;0;0;9
PARIQUERA-AÇU;Vereador;Masculino;91;9;0;82
PARIQUERA-AÇU;Vereador;Feminino;47;0;0;47
PARISI;Vereador;Masculino;27;8;0;19
PARISI;Vereador;Feminino;11;1;0;10
PARNAGUÁ;Vereador;Masculino;18;5;0;13
PARNAGUÁ;Vereador;Feminino;9;4;0;5
PARNAÍBA;Vereador;Masculino;177;15;0;162
PARNAÍBA;Vereador;Feminino;80;2;0;78
PARNAMIRIM;Vereador;Masculino;186;26;0;160
PARNAMIRIM;Vereador;Feminino;79;3;0;76
PARNARAMA;Vereador;Masculino;46;11;0;35
PARNARAMA;Vereador;Feminino;21;2;0;19
PAROBÉ;Vereador;Masculino;108;12;0;96
PAROBÉ;Vereador;Feminino;53;3;0;50
PASSA E FICA;Vereador;Masculino;13;8;0;5
PASSA E FICA;Vereador;Feminino;5;1;0;4
PASSA QUATRO;Vereador;Masculino;42;7;0;35
PASSA QUATRO;Vereador;Feminino;20;2;0;18
PASSA SETE;Vereador;Masculino;24;8;0;16
PASSA SETE;Vereador;Feminino;12;1;0;11
PASSA TEMPO;Vereador;Masculino;50;7;0;43
PASSA TEMPO;Vereador;Feminino;25;2;0;23
PASSA VINTE;Vereador;Masculino;43;9;0;34
PASSA VINTE;Vereador;Feminino;20;0;0;20
PASSABÉM;Vereador;Masculino;21;8;0;13
PASSABÉM;Vereador;Feminino;11;1;0;10
PASSAGEM;Vereador;Masculino;32;13;0;19
PASSAGEM;Vereador;Feminino;16;5;0;11
PASSAGEM FRANCA;Vereador;Masculino;22;10;0;12
PASSAGEM FRANCA;Vereador;Feminino;12;1;0;11
PASSAGEM FRANCA DO PIAUÍ;Vereador;Masculino;13;5;0;8
PASSAGEM FRANCA DO PIAUÍ;Vereador;Feminino;12;4;0;8
PASSIRA;Vereador;Masculino;40;9;0;31
PASSIRA;Vereador;Feminino;21;2;0;19
PASSO DE CAMARAGIBE;Vereador;Masculino;52;7;0;45
PASSO DE CAMARAGIBE;Vereador;Feminino;27;2;0;25
PASSO DE TORRES;Vereador;Masculino;24;8;0;16
PASSO DE TORRES;Vereador;Feminino;12;1;0;11
PASSO DO SOBRADO;Vereador;Masculino;29;7;0;22
PASSO DO SOBRADO;Vereador;Feminino;13;2;0;11
PASSO FUNDO;Vereador;Masculino;161;20;0;141
PASSO FUNDO;Vereador;Feminino;80;1;0;79
PASSOS;Vereador;Masculino;110;9;0;101
PASSOS;Vereador;Feminino;54;2;0;52
PASSOS MAIA;Vereador;Masculino;21;5;0;16
PASSOS MAIA;Vereador;Feminino;10;4;0;6
PASTOS BONS;Vereador;Masculino;27;9;0;18
PASTOS BONS;Vereador;Feminino;13;2;0;11
PATIS;Vereador;Masculino;24;9;0;15
PATIS;Vereador;Feminino;12;0;0;12
PATO BRAGADO;Vereador;Masculino;24;8;0;16
PATO BRAGADO;Vereador;Feminino;12;1;0;11
PATO BRANCO;Vereador;Masculino;61;10;0;51
PATO BRANCO;Vereador;Feminino;23;1;0;22
PATOS;Vereador;Masculino;114;9;0;105
PATOS;Vereador;Feminino;52;4;0;48
PATOS DE MINAS;Vereador;Masculino;121;16;0;105
PATOS DE MINAS;Vereador;Feminino;50;1;0;49
PATOS DO PIAUÍ;Vereador;Masculino;18;9;0;9
PATOS DO PIAUÍ;Vereador;Feminino;8;0;0;8
PATROCÍNIO;Vereador;Masculino;126;10;0;116
PATROCÍNIO;Vereador;Feminino;56;5;0;51
PATROCÍNIO DO MURIAÉ;Vereador;Masculino;34;8;0;26
PATROCÍNIO DO MURIAÉ;Vereador;Feminino;19;1;0;18
PATROCÍNIO PAULISTA;Vereador;Masculino;51;8;0;43
PATROCÍNIO PAULISTA;Vereador;Feminino;25;1;0;24
PATU;Vereador;Masculino;24;7;0;17
PATU;Vereador;Feminino;12;2;0;10
PATY DO ALFERES;Vereador;Masculino;103;11;0;92
PATY DO ALFERES;Vereador;Feminino;49;0;0;49
PAU BRASIL;Vereador;Masculino;23;9;0;14
PAU BRASIL;Vereador;Feminino;10;0;0;10
PAU D'ARCO;Vereador;Masculino;68;16;0;52
PAU D'ARCO;Vereador;Feminino;37;2;0;35
PAU D'ARCO DO PIAUÍ;Vereador;Masculino;35;9;0;26
PAU D'ARCO DO PIAUÍ;Vereador;Feminino;17;0;0;17
PAU DOS FERROS;Vereador;Masculino;23;6;0;17
PAU DOS FERROS;Vereador;Feminino;12;3;0;9
PAUDALHO;Vereador;Masculino;106;11;0;95
PAUDALHO;Vereador;Feminino;37;2;0;35
PAUINI;Vereador;Masculino;24;10;0;14
PAUINI;Vereador;Feminino;12;1;0;11
PAULA CÂNDIDO;Vereador;Masculino;42;9;0;33
PAULA CÂNDIDO;Vereador;Feminino;20;0;0;20
PAULA FREITAS;Vereador;Masculino;38;8;0;30
PAULA FREITAS;Vereador;Feminino;7;1;0;6
PAULICÉIA;Vereador;Masculino;36;9;0;27
PAULICÉIA;Vereador;Feminino;17;0;0;17
PAULÍNIA;Vereador;Masculino;165;13;0;152
PAULÍNIA;Vereador;Feminino;88;2;0;86
PAULINO NEVES;Vereador;Masculino;27;7;0;20
PAULINO NEVES;Vereador;Feminino;13;2;0;11
PAULISTA;Vereador;Masculino;257;20;0;237
PAULISTA;Vereador;Feminino;104;4;0;100
PAULISTANA;Vereador;Masculino;22;9;0;13
PAULISTANA;Vereador;Feminino;11;2;0;9
PAULISTÂNIA;Vereador;Masculino;30;6;0;24
PAULISTÂNIA;Vereador;Feminino;11;3;0;8
PAULISTAS;Vereador;Masculino;34;6;0;28
PAULISTAS;Vereador;Feminino;17;3;0;14
PAULO AFONSO;Vereador;Masculino;101;15;0;86
PAULO AFONSO;Vereador;Feminino;38;0;0;38
PAULO BENTO;Vereador;Masculino;24;9;0;15
PAULO BENTO;Vereador;Feminino;12;0;0;12
PAULO DE FARIA;Vereador;Masculino;43;7;0;36
PAULO DE FARIA;Vereador;Feminino;18;2;0;16
PAULO FRONTIN;Vereador;Masculino;50;8;0;42
